row_index,claim,cluster_id,membership_prob
3817,Michigan now powers almost a million homes through wind and solar power.,95,0.6657830248837243
3818,"Brian Fitzpatrick’s commitment to the labor movement through his continued support of federal project labor agreements, prevailing wage requirements, and boosting retirement security for the labor community proves he’s a true champion of the working class. His position on the House Ways and Means Committee is extremely important as Congress stares down the expiration of the Tax Cuts and Jobs Act (TCJA), and his leadership passing the Infrastructure Investment Jobs Act (IJIA), provided for thousands of construction jobs today and for many years in the future including $750 million to build the renewable Mid-Atlantic Clean Hydrogen Hub (MACH2) in Philadelphia and the surrounding region, which will create over 20,000 jobs. Steamfitters Local 420 represents nearly 3000 working men and women in the Greater Philadelphia area, and Brian Fitzpatrick has continually proven to be a friend of the labor movement and working families in his district.",-1,0.0
3819,"With record high temperatures across the country, renewable energy is generating stable and reliable electricity for American homes and businesses.",79,0.9854591323465004
3820,"The Inflation Reduction Act created by President Biden and VP Harris in 2022 to help Americans recover from the COVID-19 pandemic; the act is the most significant action ever undertaken by the federal government to address climate change; a majority of Michiganders across party lines support a clean energy transition; the state has set an ambitious goal of transitioning off of carbon by 2050; the Inflation Reduction Act is creating 160,000 good-paying jobs and funneling $4 billion towards Michigan-based companies like Ford and Polar Racking to make them a leader in hydrogen, EV, and clean energy technology; small businesses can save thousands of dollars by using clean energy tax incentives to make efficiency improvements at physical locations; low income households are buying new electric appliances at 0-50% cost; households across the Mitten are building advanced rooftop solar systems to generate reliable, cost-effective energy.",61,1.0
3821,"A diverse coalition of more than 40 organizations, ranging from health professionals to ski areas, along with hundreds of Montanans, submitted a petition to the Public Service Commission (PSC) asking them to consider climate in rulemaking this February. There will be continued opportunities to get involved and support based on the legal precedent of Held v. Montana. Over 40 organizations and hundreds of Montanans are supporting the effort.",14,0.31454878812891063
3822,‘Louisiana’s Opportunity - The Science Behind CCS’ increases the overall knowledge of this proven process while exploring the economic impacts.,-1,0.0
3824,Infineon components are built into many modern power plants and help avoid large amounts of CO2 emissions.,21,0.6311297339617912
3826,"A record amount of clean power was added to the US grid in the last quarter, with more than 11GW of renewable energy projects coming online.",-1,0.0
3827,Our tribal and native communities form a backbone of Michigan's culture and have always led on taking care of this planet.,-1,0.0
3829,His commitment to expanding renewable energy advances our climate goals while fueling small business growth across our state.,33,0.912947831042338
3830,"There is a program for you. You can can solar panels, batteries, installation, and maintenance all at no cost. You get to buy power from that system at a locked in rate of about 22.-24. Cent/kilowatt hour.",91,1.0
3831,"The IBEW is more than just a union – they are the backbone of countless communities, working tirelessly to provide skilled labor, ensure safety standards, and keep our infrastructure running smoothly. From powering homes to supporting renewable energy initiatives, their commitment to excellence and worker rights is unmatched.",62,0.88760692806384
3832,Cheap and reliable energy fuels industry which fuels jobs.,21,0.7849910590939322
3833,JEA continues to rely on costly fossil fuels.,-1,0.0
3835,There is a lot of misinformation shared about renewable technologies.,-1,0.0
3836,#HoustonEnergyAndClimateWeek showed the world what our community is capable of.,104,0.759475302546695
3837,Our power grid is too outdated to enable these projects.,78,0.9757639519788561
3838,"Our power grid is outdated and can’t enable the battery storage, solar and wind that can combine for reliable power at lowest cost.",79,0.8168456668962183
3839,"Wind power don't cause leaks, spills, or explosions that put lives at risk.",-1,0.0
3841,Lincoln County is home to one of the highest rates of clean energy job growth in Colorado.,-1,0.0
3844,"Modernizing the airport will reduce emissions, promote cleaner aircraft, and build a net-zero terminal powered by renewable energy.",18,0.200846903976177
3846,"The funding is part of a 12.6B funding agreement that aims to decarbonize public transportation, heavy duty trucking, and port operations in California.",-1,0.0
3848,"Hundreds of homeowners, non-profits, and agribusinesses in the area have used Ethos' services; Ethos returned almost $1 million in Focus on Energy rebates to them; Ethos saved enough energy to charge 1.9 billion cellphones.",-1,0.0
3849,"This initiative will create thousands of jobs, help us harness renewable energy, reduce our carbon footprint, and protect our future.",83,1.0
3850,Renewable electricity powered California just shy of 100% for the first time in history.,72,1.0
3851,"At Project Solar, we’ve cut out door-knockers to save customers thousands when going solar.",92,0.9311517033745432
3852,"Areas where there's been previous industry, also known as 'brownfields', can be perfect spots for renewable energy projects.",-1,0.0
3853,"Our infrastructure is getting older, cyber attackers and hackers are getting smarter, natural disasters are becoming more common, a dangerous combination that makes incoming blackouts and energy restrictions a near certainty in the immediate future, with tax credits, state programs, and technological advancements, switching to solar is now easier than ever before.",-1,0.0
3854,Integrating battery energy storage systems into New York’s renewable energy transition is essential to help stabilize energy costs and enhance grid reliability.,16,0.8012609365423843
3855,Our state’s energy future requires an all-of-the-above approach.,84,0.5897973980633252
3856,"By storing energy as it’s generated and then releasing it when it’s needed, batteries help support a more resilient grid.",16,0.6542529187228968
3857,New renewable energy development is coming to the east coast.,-1,0.0
3859,"Mary has successfully secured one of the largest investments in a renewable energy grid in U.S. history, helping Alaska to become increasingly energy-independent.",-1,0.0
3861,"From coast to coast, our facilities are providing renewable energy to millions and will generate reliable, sustainable energy for generations to come.",79,0.7748581258773214
3862,"Across North America, our facilities are providing renewable energy to millions and will generate reliable, sustainable energy for generations to come.",79,0.9413243305500957
3863,CEO Starlee Sykes is leading Archaea Energy as it turns 146 million tons of US waste into renewable natural gas.,-1,0.0
3864,"The plan reduces greenhouse gas emissions by 30%, promotes the use of cleaner, quieter aircraft, and builds a net-zero terminal powered by renewable energy.",18,0.26295290970543056
3865,"Through a collaboration with the United Soybean Board (USB) the national soybean checkoff program, including investment from the Indiana Soybean Alliance (ISA), Goodyear has been replacing petroleum-based oil with soybean-based oil in certain brands of tires since 2017.",38,1.0
3868,"Tinu Daboiku's composting business helps support the sustainable lifecycle that he wants to live, and he would like to utilize renewable energy sources on his farm and property so that he doesn't have to pay for a resource that can and should be free.",-1,0.0
3869,Toni DeVol expressed her strong support for farmers harnessing renewable energy on their land.,87,1.0
3870,"Dennis Moroney powers his 24,000-acre operation with solar energy for everything from irrigation to running freezers for his criollo beef. Dennis believes in the power of distributed energy and encourages fellow farmers to consider the benefits of renewable energy for their own land.",51,0.6993364184178453
3874,CEJA is largely known for helping build renewable energy.,-1,0.0
3875,"Tony D’Arrigo has outlined several key policy priorities in his campaign for the U.S. House representing Florida’s 13th Congressional District. These priorities include affordable healthcare, clean energy and climate action, family-friendly policies, education and workforce development, veterans’ rights and services, and infrastructure investment.",98,0.9384030288987875
3877,"Time and time again, California's renewable energy policies are inequitable, favoring the wealthy over the working class.",-1,0.0
3881,"Orange County Power Authority gives more than 230,000 Orange County homes and businesses the choice of renewable energy at competitive rates.",-1,0.0
3883,We need to support our farmers and ranchers who keep our energy reliable and affordable.,51,1.0
3884,Wind energy projects are an economic generator for their host communities.,77,1.0
3885,State utility regulators are increasingly obstructing renewable energy projects in one of the sunniest states in the U.S.,-1,0.0
3886,Communities with half the county population support clean energy future.,82,0.9219651152974719
3887,"From renewable energy to sustainable agriculture, different countries are leading the way in creating opportunities in the eco-friendly sector.",30,0.8034527415495277
3888,"We’re going beyond renewable energy technologies to call for a people-powered energy model. We know that, together, we can shift control from corporations to communities to ensure that people–not profits–are prioritized.",-1,0.0
3889,It’s possible with Community Solar in Pennsylvania.,-1,0.0
3890,$130 million in federal grant funding.,62,0.9707424989962385
3893,"Projects like Thoroughbred Solar are fueling a renaissance for American workers, creating jobs and increased economic output in rural communities. The U.S. renewable energy industry has announced $500 billion of investment in the last two years, fueling the American economy and creating thousands of jobs.",95,0.6850816643374363
3897,"The installation of a 12kW solar panel system in Fletcher is harnessing the sun to generate clean, renewable energy, reducing carbon footprints and saving on energy costs.",95,0.6934595517017591
3898,The COO of our onshore renewables business has been working in the energy industry for nearly three decades.,-1,0.0
3901,Surveys show that Republicans support more solar (70%) and wind (60%).,-1,0.0
3903,"Regional experts will talk about native plants and landscaping, and it is a conversation and networking opportunity.",67,0.7291821348228549
3906,"I offer stock analysis, trading insights, portfolio recommendations, and share investment layouts before and after major events to community members.",88,0.6587697694573429
3907,"Follow the money behind anti-renewable campaigns, and you'll almost always find fossil fuel ties.",-1,0.0
3908,"This exciting technology developed by MCE has been implemented in Richmond, CA, and serves as a blueprint for other communities. Speakers will explain how virtual power plants will benefit all residents, including those who have borne the brunt of environmental impacts due to the industrialization of our society's energy supply. They will also demonstrate how this technology will ensure grid reliability during extreme weather-related events while promoting equitable access to clean energy solutions.",-1,0.0
3909,Conservative voices have never been absent from discussions around clean energy.,-1,0.0
3910,Clean Energy Districts of Iowa (CEDI) is offering free energy coaching to assist farms and small businesses in applying for federal grant funding for renewable energy or energy efficiency improvement projects.,82,0.8479782402169088
3911,The tax dollars provided by renewable energy projects add up for rural communities.,-1,0.0
3913,Howard D. highlighted the positive impacts renewables have on the areas where they're established.,79,1.0
3914,Wind and solar energy projects provided Hoosiers with $31 million in lease payments in 2022 and that number will continue to grow as more farmers add renewable energy generation to their harvest.,51,0.6035159014679784
3915,"Red Power reveals what’s really going on with Texas’ energy supply, and how we are outsourcing our independence to our nation’s sworn enemies.",-1,0.0
3917,"Iowa's community colleges educate and produce a pipeline of skilled workers to fill in-demand jobs, like those in clean energy technology.",82,0.9725089479007625
3918,The event will explore how conscious leadership and stakeholder-centric principles are a powerful force for positive change that often surpasses traditional governmental or non-profit approaches.,111,1.0
3919,Our teams will be in Downtown La Conner offering information about how to reduce your business’ carbon footprint and demonstrate your commitment to the environment.,-1,0.0
3921,"Public education builds prosperity for generations. Medicaid expansion for Kansas saves millions of dollars and gives access to over 150,000 Kansans. Property tax relief for homes and businesses will attract skilled workers and new industries. Ensuring community safety, mental health support, and effective emergency response services for all. Fostering growth in businesses and industries will continue to create generational prosperity in Johnson County.",57,1.0
3922,"These regulations have significantly increased the cost of building homes, pushing prices higher and making homeownership less attainable for first-time buyers. The new standards have slowed down the approval process for building plans, creating further delays and complications for builders and buyers alike.",-1,0.0
3923,Multiple General Motors assembly plants are powered entirely by solar energy. GM hopes these plants will set an example for other manufacturers in the U.S.,95,0.7747145228376351
3924,"With help from the Biden-Harris infrastructure law, DTE Energy’s smart grid upgrade.",-1,0.0
3925,"In 22 sessions you will learn how to design HVDC stations, select and define technical specifications of components, perform HVDC system modeling in PSCAD software, study the control and protection systems in HVDC, and more. IEEE will provide a PDH/CEU certificate for this course.",109,0.6753788458614199
3926,The Best Western Plus Fresno Inn offers on-site EV charging for our guests.,50,1.0
3929,"David G., a Wisconsin farmer, supports transitioning to renewable energy sources and has a wind turbine on his property that has worked out well. He believes expanding transmission infrastructure is necessary for expanding wind power and that we should transition away from fossil fuels.",-1,0.0
3930,Bruce B. wants to develop solar as a retirement plan to keep up with personal and medical expenses and to not have to sell his land and house.,91,0.48303199612979586
3931,"Wind turbines have been a game-changer for Gratiot County, providing economic benefits that save the county government and support public schools. The speaker cannot have wind turbines on their property but supports solar energy, which could bring more community subsidies. The speaker expresses frustration with misinformation about renewable energy and emphasizes the importance of having the right facts.",-1,0.0
3932,"Two wind turbines on one of our Texas projects were replaced, and both towers plus six blades were recycled by North Coast Enterprise Partners, a veteran-owned turbine recycling company and Close the Loop partner.",76,1.0
3933,"Relay Education provides programming to students about energy conservation, wind turbines, solar panels, bio-digesters, industry careers, and more, and co-develops programming for First Nations, Inuit, and Métis communities and classrooms.",85,1.0
3934,"A tankless water heater heats water directly as it flows, giving you an instant supply of hot water, reducing energy and water usage, and saving you money on utility bills.",2,1.0
3935,"Renewable energy means extra income for farmers, more jobs, and lower taxes.",68,1.0
3937,"The program offers incentives, allows installation with $0 upfront costs, enables selling unused energy back to utility companies, eliminates power bills, allows earning money through the energy buy-back program, adds value to your property, and provides protection against blackouts and rate hikes.",-1,0.0
3938,"This dual land use opportunity is often called Agrivoltaics, and effectively doubles the productivity of the land.",86,1.0
3939,"Every gift to Sustainability at Miami is being matched dollar for dollar, thanks to the generosity of Sharon and Graham Mitchell, ’73.",102,1.0
3940,"Fossil fuel costs in Indiana have skyrocketed over the last decade - since 2015, coal plants have cost Indiana ratepayers $1.9 billion, despite the availability of cheaper renewable sources.",-1,0.0
3941,"Jojo’s words at the Africa Energy Technology Conference ignited a spark, demanding a future where affordable, renewable energy illuminates every corner of Ghana.",-1,0.0
3942,"This year, renewables like wind and solar are on track to exceed coal generation.",-1,0.0
3945,Technicians earn top pay while helping our nation achieve energy independence. Wind energy is powering more than just our homes; it’s powering our economy.,75,0.4113979189959728
3947,"When organic waste decomposes in a landfill, it emits methane — a greenhouse gas that contributes to climate change.",3,1.0
3948,The Biden/Harris administration delivered the best clean energy agenda in history. Trump and his Big Oil backers want to take it all away.,-1,0.0
3949,"Your participation will help demonstrate our industry’s impact in creating American jobs and advancing clean, renewable energy.",83,1.0
3950,"Technology impacts every sector, and real estate is no exception. From smart homes that optimize your daily routine to AI-driven insights that streamline buying and selling, the future of homeownership is here. Smart home integration, renewable energy solutions, AI in real estate, sustainable design, security enhancements, and other advancements will become the new standard in living in just a few years.",-1,0.0
3952,"Extreme Albany Democrats like my opponent, Judy Griffin, voted for and still support these 'climate justice' mandates. Others are saying negative things about the law. Missed deadlines and chronically falling short of stated goals have resulted.",99,0.8900731417355656
3953,"Excess carbon dioxide has been building up in our atmosphere since the Industrial Revolution and has overwhelmed our planet’s natural ability to absorb all those emissions. In addition to reforestation, habitat protection, and other natural solutions, we can capture CO2 directly from the air or from emissions sources and store that carbon underground, safely and permanently.",26,1.0
3954,We've got the receipts.,-1,0.0
3955,North Carolina generates at least 13% of its electricity from renewable energy and is a top 10 state for generating solar power. South Dakota gets 83% of its electricity from wind and hydro. Texas generates 16% of all clean energy in the US.,75,0.43941516784610063
3957,Climate change is a grave threat to our farms and communities; the renewable buildout must not happen at the expense of losing prime farmland or threatening our food systems.,49,1.0
3958,Dairy farmers practice renewable energy by turning manure into natural fertilizer and water recycling to conserve water for crop irrigation.,30,0.8280820299307913
3959,"Tom credits the engineering of the facility’s impressive machines with keeping everything operating through the cold and heat. Tom says Ely is the perfect place for an avid outdoorsman. He spends time bowhunting or practicing archery, riding four-wheelers in the summer, snowmobiles in the winter, camping, and hiking. Tom is also an amateur photographer–camera always in tow. Whether he’s taking pictures of the local wildlife or the mining ghost towns of the area, it's safe to say Tom is happiest outside. “It’s a big part of life here in rural Nevada.”",105,0.6733740292192929
3960,"A wind turbine 'pays back' the amount of energy it uses – from materials sourcing, manufacturing, transportation, and construction – within 6 months of operation.",76,1.0
3964,GM has always been a big part of Michigan's economy; GM's Lansing assembly plants can now run off 100% solar energy.,95,0.7747145228376351
3967,"PURA approves another electric rate adjustment for Eversource, UI customers, with an additional $80 million starting in September to enhance the EV charging grid. I warned about the likelihood of these rate hikes in February.",-1,0.0
3969,Text PUC to 43428 to learn more about public utility commissions.,57,1.0
3970,"One of the projects slated to receive federal support this year is being led by Tanana Chiefs. New federal funding will be directed at Nulato, Huslia, Minto, Kaltag, Grayling, Anvik, Shageluk, and Holy Cross.",-1,0.0
3971,Commercial roof coating projects can be financed and are eligible for a 30% to 40% tax credit through the Inflation Reduction Act.,-1,0.0
3972,The proposed solar development will add much needed energy and an estimated $20 million in tax revenue to Jefferson County if local officials and residents show their support.,91,0.5307125303309598
3973,Solar powers Fluvanna schools.,85,1.0
3975,"Leigh Davis is running on a strong platform that prioritizes environmental advocacy. She is committed to reaching net zero emissions, investing in green infrastructure, and shifting towards a green economy.",87,1.0
3976,"Headwaters represents 398 MW of installed capacity added to the local grid — enough to power more than 107,000 Indiana homes; 707.7 million gallons of water saved each year; 330+ construction jobs and 17 permanent positions; $7 million in cumulative payments to local governments through 2022; $237+ million in local spending within 50 miles of the solar park.",-1,0.0
3979,"Renewable energy projects are a quiet, passive use of land, providing economic diversification for landowners and the whole community. In addition to providing reliable energy to our grid, the projects will create a stable revenue stream for participating farmers and make significant property tax contributions to the county.",-1,0.0
3981,"A recent study found that US wind and solar generation cut CO2 emissions by 900 million metric tons and SO2 and NOx emissions by 1 million metric tons, providing $249 billion of climate and health benefits to the US over three years.",26,0.7990065162373914
3983,"Our coalition of advocates is committed to fostering innovation, driving economic growth, and securing a sustainable future. From large-scale projects to community initiatives, we prioritize reliability, local benefits, and cultivating valuable partnerships.",111,0.9800478625579224
3984,ABF plans to produce 20 GWh of battery cells annually.,16,1.0
3986,"The Olympic operations are powered by 100% renewable energy from wind and solar. They are using existing venues when possible, built new ones with low-carbon concrete/recycled materials, and brought in thousands of seats made of recycled plastic.",-1,0.0
3987,"Our facility turns wood byproducts into renewable energy, minimizes waste, and reduces our environmental footprint.",10,0.6696246114797754
3989,"Renewable energy projects provide more than $29 million annually to local Indiana communities through property, state and local taxes. This new revenue helps fund critical services like first responders, schools and roads.",-1,0.0
3991,"On top of each turbine’s nacelle, there is an ultrasonic wind sensor, a wind vane, and an anemometer, which measure wind speed and direction to help inform farm operations.",76,1.0
3992,"Solar energy has been the largest source of new capacity added to our grid for the last nine consecutive months, and together, wind and solar now support one-fifth of the U.S.’s electric capacity.",-1,0.0
3994,"Hispanic Federation has played a crucial role in supporting communities in Puerto Rico through disaster relief, sustainable recovery, and resiliency efforts. They've invested $54 million in partnerships with local organizations to address immediate and long-term needs, focusing on renewable energy, climate change adaptation, and more.",-1,0.0
3995,"Renewable propane is made from organic and recycled feedstocks like used cooking oil and municipal waste, and has incredible production capacity and affordable feedstocks.",21,1.0
3997,The status quo won’t cut it.,-1,0.0
3998,"USDA partners with rural small businesses for clean energy projects, thanks to the Inflation Reduction Act. Over $1M invested in renewable energy and efficiency through REAP.",-1,0.0
3999,"Renewable energy sources generate low-cost local power while diversifying our electrical grid, boosting its flexibility and resilience as summer temperatures climb and AC usage increases. When conventional sources underperform, as they have been this summer, wind, solar, and battery storage close the gap and stabilize costs for consumers.",79,1.0
4000,California just celebrated its 100th day of meeting 100% of its electricity demand with renewable energy.,72,1.0
4001,"Maya uses solar panels to shade crops, cool her land, cut costs, and reduce carbon emissions by eliminating diesel generators.",86,0.5871431038220528
4002,Solar and wind energy can provide a consistent and diversified income while preserving land for future generations. Farmers can continue to cultivate crops and raise animals while generating clean energy on their land. We also work directly with landowners to design each project in a way that minimizes impacts to farming operations according to each landowners’ needs.,-1,0.0
4003,"The research introduces a novel technique that significantly boosts the efficiency of CO₂ conversion, producing up to eight times more methanol than previous techniques by integrating advanced real-time observation technology with cutting-edge materials.",26,1.0
4004,Over 25% of your energy bill has NOTHING to do with generation or energy delivery. Over 25% of their energy bill are fees for other government programs.,74,0.8735874271080954
4006,"Biden, Harris, and Sheldon Whitehouse have made a new and irresponsible commitment to spend an additional $3 trillion a year on climate change.",-1,0.0
4008,No commitment required.,107,1.0
4009,Our industry uses renewable energy and supports recycling programs to promote a circular economy. We successfully cut green house gas emissions by 8.7% and indirect emissions by 17.4%.,22,0.6733137049332678
4010,"Pattern Energy is collaborating with landowners, environmental consultants, a local saguaro farm, and Pattern Energy to preserve Arizona’s iconic desert landscape. They are relocating thousands of saguaro cactuses rather than cutting them down, in coordination with environmental experts. This collaboration has been financially beneficial to small businesses and the community, and has been described as honorable.",-1,0.0
4011,"By adding locally-generated energy to the electrical grid, renewables add diversity that makes the grid more flexible and more secure.",79,0.9930295011727137
4012,"Through tax revenue, local giving, landowner payments, and patronizing local businesses and suppliers, our EDPR NA projects deliver a boost to communities.",-1,0.0
4013,Companies like Hyundai take advantage of virtual agreements with utilities to increase the amount of fossil fuels they’re burning in Georgia.,-1,0.0
4014,There are many economic and environmental benefits of solar energy.,-1,0.0
4017,"Integrating renewable sources like solar and wind with existing energy systems creates a diverse, stable power supply.",-1,0.0
4018,"We collected a significant amount of litter during our two-year, 50+ mile paddle through the Wood-Pawcatuck watershed.",-1,0.0
4019,23 counties in North Dakota could qualify for a 10% Energy Community tax credit bonus due to the Inflation Reduction Act.,-1,0.0
4020,"The Inflation Reduction Act provides support for local communities, creates new job opportunities, boosts renewable energy, and is committed to sustainability.",61,1.0
4023,"With curious and engaged students like these, we know the future of clean energy is in capable hands.",84,0.6662120248985407
4025,The USDA is offering a 50% grant to help small businesses and farms make energy-efficient improvements or install renewable energy.,-1,0.0
4026,"While my opponent, Commissioner Steve Glassman, relies on outdated analogies, Chad Van Horn embraces true innovation and modern solutions to the challenges we face today. He leverages cutting-edge tools to enhance community services, uses social media and virtual town halls to engage with residents, promotes sustainable solutions, and aims to empower the next generation through education and entrepreneurship.",105,0.6383258079188958
4027,We set a nationwide goal to reach 100% clean energy by 2035.,84,1.0
4028,"Over 1,000 new jobs will be created with this new renewable energy project in NYC, projected to power nearly 500K new homes.",82,0.9262506776221991
4030,It’s a powerful reagent.,11,0.46415366146458326
4031,It’s a powerful reagent.,11,0.6229604151407425
4032,Massachusetts is set to lead the way in solar energy for low-income residents thanks to a $156 million federal grant from the U.S. Environmental Protection Agency’s Solar for All program. This federal grant not only supports the environment by reducing greenhouse gas emissions but also boosts the renewable energy market and the local economy.,91,1.0
4033,"Since 2002, we’ve committed more than $7 billion to renewable energy and power transmission projects.",-1,0.0
4034,"Missourians are tired of Evergy increasing our bills and wasting our money on dirty, costly, and harmful fossil fuels.",34,1.0
4035,"Huckleberry Line Solar Project is a proposed 301 MW solar project in Miami County, Indiana. Our team is working in partnership with county officials and landowners.",96,1.0
4038,Paris is using 100% renewable energy from French wind/solar farms to power the games of the XXXIII Olympiad.,72,0.9385978030139602
4039,Allowing property owners to sell excess solar energy back to the grid lowers their utility bills. Expanding tax credits and simplifying permits for solar panels and wind turbines makes clean energy more accessible. Creating solar-powered resiliency hubs provides reliable power during hurricanes and natural disasters. Investing in smart grid technology and energy storage enhances efficiency and resilience. A national renewable portfolio standard ensures a significant portion of our energy comes from renewable sources.,-1,0.0
4040,The #CVOW project progresses and brings opportunities to local residents and businesses.,-1,0.0
4041,"Comptroller DiNapoli raised questions about outdated data, failure to estimate the cost of transition to renewable energy, and the potential overburdening of families and businesses.",74,0.5489536578833152
4042,"Through Project C, we’re working toward our clean energy future by making change on the ground in our communities.",84,0.5522764644866117
4044,"InSPIRE has 16 active research sites, a map of over 560 existing agrivoltaics sites in the United States, and a wealth of data to support it.",86,1.0
4045,AzGT utilizes our new Battery Energy Storage Systems (BESS) to store and use renewable energy during peak hours or outages.,16,1.0
4046,"Thousands have switched to geothermal heating, air conditioning, and hot water.",2,1.0
4047,"Wind and solar may be renewable forms of energy but they’re also intermittent sources of energy. No wind, no sun, no juice.",-1,0.0
4049,"DTE's renewable energy projects are generating clean energy for Michigan homes, schools and businesses.",82,0.7661400732546262
4050,We only have one earth.,67,1.0
4051,Gas isn’t renewable energy.,-1,0.0
4053,"The University of Wisconsin-Madison Extension has been awarded a $1 million federal grant to educate communities about large-scale solar, wind, and other renewable energy projects. This initiative aims to address concerns and foster informed community decisions.",-1,0.0
4054,There’s a substantial amount of funding available for those switching to solar. A mandated green energy percentage for utility companies means steep increases in your energy costs if you do nothing.,91,0.4407114885448166
4058,Paris 2024 is using 100% renewable energy from French wind/solar farms to power the games of the XXXIII Olympiad.,72,0.9385978030139602
4059,"This is your chance to learn about state, federal, and utility benefits, discover job opportunities in renewable energy, get updates on climate and just transition policies, and share your ideas and concerns directly with decision-makers.",-1,0.0
4061,"Just a bill swap, no extra costs. Save money every month with reduced energy costs. Boost your property's value with a solar energy system. Contribute to a greener planet by using clean, renewable energy. Lock in lower rates and avoid future utility price hikes. Enjoy consistent and predictable energy costs each month. Utilize the abundant, free energy from the sun for your home's power needs.",-1,0.0
4062,Michigan continues to lead the nation with clean energy projects and investment with 21k+ new jobs since August of 2022.,69,1.0
4063,"Ethanol is a home-grown, renewable fuel that helps provide consumers with price stability at the pump.",22,1.0
4064,"Ethanol is a low-carbon, renewable fuel made from American-grown corn.",22,1.0
4067,"NextFocus.info provides in-depth insights and comprehensive analysis on global events, political trends, and economic developments.",107,1.0
4070,"As of 2024, 460,200 Americans have careers in clean energy.",82,1.0
4071,"The farmers still own the land and receive compensation for the life of the project. Once the 30-year project is over, the land can return to what it is today. It’s a way of saving farmland.",24,1.0
4072,"Forced electrification could endanger grid reliability for 65 million Americans from NJ to NC, force closure of existing power plants leading to power rationing and higher costs, risk of rolling blackouts and increases in already-high energy costs.",-1,0.0
4074,"Avangrid began the largest solar grazing operation in the Pacific Northwest, using sheep at two solar farms to eat grass and weeds, eliminating the need for gas-powered mowing equipment and reducing fire danger during the warm, dry summer. At the peak this spring, there were more than 5,000 sheep spread across Pachwáywit Fields and Lund Hill, the largest solar farms in Oregon and Washington.",86,0.8231296757970368
4075,"The program includes hands-on training in solar panel installation, wind turbine maintenance, and energy auditing, and offers free or low-cost education and access to opportunities in a rapidly growing industry.",-1,0.0
4076,"Renewable power is reliable, cheaper and will save the city money.",79,1.0
4077,Right-to-Farm laws are in place to protect farmers.,24,1.0
4078,Renewable energy means lower electric bills and less dependence on foreign fuel.,79,1.0
4081,Numerous solar energy projects across the region have been canceled or downsized because they cannot meet the parameters set by the utility provider.,91,0.45380823245378055
4083,SPN affiliates like TPPF and CRI are spreading misinformation and lobbying against clean energy initiatives; SPN is backed by corporate donors.,-1,0.0
4084,"Utility companies are refusing to upgrade equipment responsible for starting wildfires, are slowing the transition to renewable energy as they take kickbacks from the fossil fuel industry, and are charging us more while blocking climate change solutions.",-1,0.0
4085,"This innovative plan focuses on reducing carbon emissions, increasing renewable energy, and investing in cleaner technologies.",-1,0.0
4086,"Benjamin Barnett switched from horse boarding to dairy and solar farming with a REAP grant and his 58.2 kW solar system saves $5,500 yearly.",-1,0.0
4087,"USDA is investing $120 million in renewable energy across 44 states through the Rural Energy for America Program (REAP). Over 540 projects will empower farmers, ranchers, and rural businesses with wind, solar, and clean energy solutions, cutting costs, boosting jobs, and strengthening local economies while promoting sustainable agriculture.",-1,0.0
4088,"More than one-third of U.S. land is used for grazing. mtvSolar's farm customers have been using solar for their small farms and agribusinesses for more than a decade, with great returns & energy reliability in rural settings.",86,1.0
4089,"The IRA is driving down renewable costs in Ohio, causing a solar energy boom.",-1,0.0
4090,"Regina Vidaver is a proven advocate for renewable energy and land preservation, a leader in expanding affordable housing and mental health services, and dedicated to building a sustainable, inclusive, and vibrant community.",87,1.0
4091,"You can dramatically reduce or eliminate your electricity bills, earn money through net metering or feed-in tariffs, increase the value of your home, enjoy reliable and clean energy for years to come, and reduce your carbon footprint and contribute to a greener planet.",-1,0.0
4093,"The plan enacts new policies that will continue to make the city more resilient in the face of climate change. The city has a track record of tackling big problems, including adopting a streamside protection ordinance, preserving and protecting urban canopy, constructing 10 MW of solar arrays, promoting multi-modal transportation systems, transitioning the city fleet to greener options, managing waste through recycling and food composting, reducing city greenhouse gas emissions, conserving energy, and maintaining water quality. The plan puts Fayetteville out ahead of looming problems such as damaged infrastructure, impacts on area growers and farmers, and public health issues, and will strengthen everybody’s hand in the face of a changing climate.",-1,0.0
4094,"Hydropower is a carbon-free, clean energy source that already creates a third of all renewable energy in the U.S., and complements other renewables like wind and solar.",-1,0.0
4098,"Landowners in Ohio are facing threats to their property rights like never before. From strict zoning laws to bans on renewable energy, our freedoms are under attack.",28,1.0
4101,"The potential health consequences, increasing financial burden and economic impacts on green job growth underscore the urgent need to transition towards cleaner, renewable energy sources.",84,1.0
4102,"Copenhagen is one of the most expensive cities in Europe, with a pint of beer costing around 10 euros, and a coffee costing between 5-8 euros. One morning we went for breakfast & it cost £80 for 3 of us. High wages & tax result in higher prices for goods. Strong social welfare, funded by tax, offers free healthcare, schooling & other social benefits. Denmark invests heavily in infrastructure, which comes at a cost. Import costs are high due to Denmark's import taxes. Denmark invests heavily in sustainability, which comes at a high short-term cost.",1,0.02984797003240231
4103,"Heritage Prairie Wind represents a projected investment of more than $1.3 billion in Kankakee and Livingston counties. This investment will provide lease payments to participating landowners, annual revenue payments to local governments that benefit community services, local jobs both during construction and operations, increased earnings for local vendors and services, and community giving throughout the life of our projects.",77,1.0
4104,The rule would address transmission planning and cost allocations to improve the aging grid.,78,1.0
