cid,text,Stance,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_topic,bert_topic,final_theme_llm_theme,final_theme_llm_summary,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
391694743947459,"Janet Henderson, County Commissioner Candidate District 9, is running in New Buffalo, New Buffalo Township, Chikaming, Lake Charter Township, and the City of Bridgman. 

As an advocate for public housing, a dedicated volunteer for Feeding America, the President of a local non-profit dedicated to addressing poverty, and a retired business lawyer, Janet knows how to get things done. 

Janet supports Berrien Forward's goal of increasing economic development and attainment for our communities, building affordable and sustainable housing, and working across the aisle to make Berrien County a brighter place to live.",Neutral,,,,"city, resident, council, housing, community","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county",,5.0,1_city council_council_city_mayor,"**""Green building advocacy""**",Pro-infrastructure investment,105022915561601,Berrien Forward,2024-08-16,2024-08-16,2024-08-30,Berrien Forward,"Janet Henderson, County Commissioner Candidate District 9, is running in New Buffalo, New Buffalo Township, Chikaming, Lake Charter Township, and the City of Bridgman. 

As an advocate for public housing, a dedicated volunteer for Feeding America, the President of a local non-profit dedicated to addressing poverty, and a retired business lawyer, Janet knows how to get things done. 

Janet supports Berrien Forward's goal of increasing economic development and attainment for our communities, building affordable and sustainable housing, and working across the aisle to make Berrien County a brighter place to live.",,,,"lower_bound: 7000, upper_bound: 7999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000454},{""age"":""25-34"",""gender"":""female"",""percentage"":0.054875},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.003175},{""age"":""45-54"",""gender"":""male"",""percentage"":0.072109},{""age"":""45-54"",""gender"":""female"",""percentage"":0.102041},{""age"":""55-64"",""gender"":""male"",""percentage"":0.093878},{""age"":""65+"",""gender"":""female"",""percentage"":0.189116},{""age"":""55-64"",""gender"":""female"",""percentage"":0.135147},{""age"":""35-44"",""gender"":""male"",""percentage"":0.069841},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000907},{""age"":""65+"",""gender"":""male"",""percentage"":0.113379},{""age"":""35-44"",""gender"":""female"",""percentage"":0.089796},{""age"":""25-34"",""gender"":""male"",""percentage"":0.047619},{""age"":""18-24"",""gender"":""female"",""percentage"":0.012698},{""age"":""18-24"",""gender"":""male"",""percentage"":0.010431},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001361},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.003175}","{""region"":""Unknown"",""percentage"":0.00046},{""region"":""Michigan"",""percentage"":0.99954}",facebook,"lower_bound: 5001, upper_bound: 10000",en
1336784494114749,"Climate Change and the Global Harvest 🌍 

Join Cynthia Rosenzweig—senior research scientist at the NASA Goddard Institute for Space Studies and adjunct senior research scientist at Columbia Climate School—on April 10 for the @[100064678000248:2048:University of Delaware] 2025 Donald L. Sparks Distinguished Lectureship in Soil and Environmental Sciences.

The lecture focuses on how climate change affects agriculture and food security. 

Learn more and register. 
https://www.udel.edu/canr/departments/plant-and-soil-sciences/affiliated-centers/sparks-lectureship/ 

#UDel",Neutral,,,,"climate, change, action, crisis, weather","dairy, food, soil, milk, meat, agriculture, soil health, farming, cocoa, regenerative",,53.0,2_dairy_food_soil_milk,"**""Agriculture policy updates""**",Sustainable farming progress,120842831274929,University of Delaware College of Agriculture and Natural Resources,2025-03-13,2025-03-13,2025-03-14,,"Climate Change and the Global Harvest 🌍 

Join Cynthia Rosenzweig—senior research scientist at the NASA Goddard Institute for Space Studies and adjunct senior research scientist at Columbia Climate School—on April 10 for the @[100064678000248:2048:University of Delaware] 2025 Donald L. Sparks Distinguished Lectureship in Soil and Environmental Sciences.

The lecture focuses on how climate change affects agriculture and food security. 

Learn more and register. 
https://www.udel.edu/canr/departments/plant-and-soil-sciences/affiliated-centers/sparks-lectureship/ 

#UDel",Sparks Lectureship | College of Agriculture and Natural Resources,udel.edu,"The Donald L. Sparks Distinguished Lectureship in Soil and Environmental Sciences brings renowned thought leaders, from across multidisciplinary backgrounds, to the University of Delaware to share insight and research around the latest topics in soil and environmental sciences.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.057065},{""age"":""45-54"",""gender"":""male"",""percentage"":0.040761},{""age"":""65+"",""gender"":""male"",""percentage"":0.070652},{""age"":""65+"",""gender"":""female"",""percentage"":0.192935},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002717},{""age"":""55-64"",""gender"":""male"",""percentage"":0.065217},{""age"":""55-64"",""gender"":""female"",""percentage"":0.17663},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.005435},{""age"":""45-54"",""gender"":""female"",""percentage"":0.163043},{""age"":""18-24"",""gender"":""male"",""percentage"":0.019022},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002717},{""age"":""35-44"",""gender"":""male"",""percentage"":0.038043},{""age"":""35-44"",""gender"":""female"",""percentage"":0.084239},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002717},{""age"":""25-34"",""gender"":""male"",""percentage"":0.029891},{""age"":""25-34"",""gender"":""female"",""percentage"":0.043478},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.005435}","{""region"":""Delaware"",""percentage"":0.884409},{""region"":""Maryland"",""percentage"":0.061828},{""region"":""Pennsylvania"",""percentage"":0.053763}","facebook,instagram,audience_network","lower_bound: 100001, upper_bound: 500000",en
897643148957433,We need to take action to keep our communities safe,Neutral,,,,"climate, change, action, crisis, weather",,,53.0,-1_action_environmental_public_green,"**""Local civic engagement""**",Anti-fracking activism,354332957753500,Brazelton for MN House,2024-10-21,2024-10-21,2024-10-23,Campaign Fund of Chris Brazelton,We need to take action to keep our communities safe,,www.brazeltonformnhouse.net,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.008929},{""age"":""18-24"",""gender"":""male"",""percentage"":0.013393},{""age"":""25-34"",""gender"":""female"",""percentage"":0.058036},{""age"":""25-34"",""gender"":""male"",""percentage"":0.125},{""age"":""35-44"",""gender"":""female"",""percentage"":0.0625},{""age"":""35-44"",""gender"":""male"",""percentage"":0.125},{""age"":""45-54"",""gender"":""female"",""percentage"":0.053571},{""age"":""45-54"",""gender"":""male"",""percentage"":0.160714},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.004464},{""age"":""55-64"",""gender"":""female"",""percentage"":0.071429},{""age"":""55-64"",""gender"":""male"",""percentage"":0.160714},{""age"":""65+"",""gender"":""female"",""percentage"":0.0625},{""age"":""65+"",""gender"":""male"",""percentage"":0.09375}","{""region"":""Minnesota"",""percentage"":1}",facebook,"lower_bound: 10001, upper_bound: 50000",en
1144686370166826,"2017 Chevrolet Malibu · LT Sedan 4D - $9,500.00

A Super clean 2017 Chevy Malibu with a turbocharged 1.5L four-cylinder engine that comes with a six-speed automatic transmission. It produces 160 horsepower and 184 lb-ft of torque.

Car is fully Loaded with a great sound system, bluetooth, Panoramic sunroof, wifi system and many more.

Everything works fine, car runs/drives great with a Stop/Start Technology that can help improve fuel efficiency and reduce greenhouse gas emissions by turning off the engine when it's not needed.

Cash car, no trades please and thank you.
Facebook Marketplace,2017 Chevrolet Malibu · LT Sedan 4D

A Super clean 2017 Chevy Malibu with a turbocharged 1.5L four-cylinder engine that comes with a six-speed automatic transmission. It produces 160 horsepower and 184 lb-ft of torque.

Car is fully Loaded with a great sound system, bluetooth, Panoramic sunroof, wifi system and many more.

Everything works fine, car runs/drives great with a Stop/Start Technology that can help improve fuel efficiency and reduce greenhouse gas emissions by turning off the engine when it's not needed.

Cash car, no trades please and thank you.",Neutral,,,,"fair, another, reality, may, lost","ev, evs, electric, ev tax, link email, millions visit, charging, driving electric, annual tax, experience benefits",,48.0,20_ev_evs_electric_ev tax,,Solar energy advocacy,0,Marketplace Seller 6578041099,2024-07-24,2024-07-24,2024-07-27,,"2017 Chevrolet Malibu · LT Sedan 4D - $9,500.00

A Super clean 2017 Chevy Malibu with a turbocharged 1.5L four-cylinder engine that comes with a six-speed automatic transmission. It produces 160 horsepower and 184 lb-ft of torque.

Car is fully Loaded with a great sound system, bluetooth, Panoramic sunroof, wifi system and many more.

Everything works fine, car runs/drives great with a Stop/Start Technology that can help improve fuel efficiency and reduce greenhouse gas emissions by turning off the engine when it's not needed.

Cash car, no trades please and thank you.
Facebook Marketplace,2017 Chevrolet Malibu · LT Sedan 4D

A Super clean 2017 Chevy Malibu with a turbocharged 1.5L four-cylinder engine that comes with a six-speed automatic transmission. It produces 160 horsepower and 184 lb-ft of torque.

Car is fully Loaded with a great sound system, bluetooth, Panoramic sunroof, wifi system and many more.

Everything works fine, car runs/drives great with a Stop/Start Technology that can help improve fuel efficiency and reduce greenhouse gas emissions by turning off the engine when it's not needed.

Cash car, no trades please and thank you.","2017 Chevrolet Malibu · LT Sedan 4D,",,,"lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""35-44"",""gender"":""female"",""percentage"":0.129602},{""age"":""55-64"",""gender"":""female"",""percentage"":0.02118},{""age"":""65+"",""gender"":""female"",""percentage"":0.010086},{""age"":""18-24"",""gender"":""female"",""percentage"":0.065557},{""age"":""25-34"",""gender"":""female"",""percentage"":0.10237},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001009},{""age"":""35-44"",""gender"":""male"",""percentage"":0.183056},{""age"":""45-54"",""gender"":""male"",""percentage"":0.103883},{""age"":""55-64"",""gender"":""male"",""percentage"":0.039334},{""age"":""45-54"",""gender"":""female"",""percentage"":0.063036},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002017},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001513},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000504},{""age"":""25-34"",""gender"":""male"",""percentage"":0.172466},{""age"":""18-24"",""gender"":""male"",""percentage"":0.085729},{""age"":""65+"",""gender"":""male"",""percentage"":0.018659}","{""region"":""Texas"",""percentage"":1}","facebook,instagram",lower_bound: 1000001,en
8607216896071186,"Dinosaurs roam a Ventura oil field and 1,500 children's books are donated to a local library. All these stories and more on this edition of PowerON.",Neutral,,,,"city, resident, council, housing, community","students, teaching, teaching climate, climate education, classroom, climate project, teach, educators, lesson, prep",,5.0,43_students_teaching_teaching climate_climate education,"**""Oil industry promotion""**",Oil industry promotion,109876191673645,Power On News,2024-10-28,2024-10-28,2024-11-04,"RESPONSIBLE ENERGY COUNCIL, INC.","Dinosaurs roam a Ventura oil field and 1,500 children's books are donated to a local library. All these stories and more on this edition of PowerON.",,,,"lower_bound: 6000, upper_bound: 6999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.014682},{""age"":""45-54"",""gender"":""male"",""percentage"":0.075856},{""age"":""65+"",""gender"":""male"",""percentage"":0.082382},{""age"":""65+"",""gender"":""female"",""percentage"":0.156335},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000816},{""age"":""55-64"",""gender"":""male"",""percentage"":0.095704},{""age"":""55-64"",""gender"":""female"",""percentage"":0.157966},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000816},{""age"":""45-54"",""gender"":""female"",""percentage"":0.105764},{""age"":""18-24"",""gender"":""male"",""percentage"":0.020392},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000544},{""age"":""35-44"",""gender"":""male"",""percentage"":0.092985},{""age"":""35-44"",""gender"":""female"",""percentage"":0.08211},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001088},{""age"":""25-34"",""gender"":""male"",""percentage"":0.064709},{""age"":""25-34"",""gender"":""female"",""percentage"":0.045949},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000544},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001359}","{""region"":""California"",""percentage"":1}",facebook,"lower_bound: 100001, upper_bound: 500000",en
432767673257060,"Battery Storage brings:
⚡ Additional energy to supply Long Island’s ever-growing power demands
⚡ Coverage during peak demand hours and power outages
⚡ Zero strain on local resources while increasing the local tax base",Neutral,,,,"county, project, revenue, local, commissioner","energy storage, storage, bess, battery, battery energy, battery storage, storage systems, brookhaven, systems bess, batteries",,19.0,23_energy storage_storage_bess_battery,"**""Pro-BESS advocacy""**",Pro-BESS advocacy,425137464006455,East Setauket Energy Storage,2025-02-28,2025-03-01,2025-03-06,East Setauket Energy Storage,"Battery Storage brings:
⚡ Additional energy to supply Long Island’s ever-growing power demands
⚡ Coverage during peak demand hours and power outages
⚡ Zero strain on local resources while increasing the local tax base",Secure More Power for Long Island TODAY,actionnetwork.org,Support sustainable energy solutions that benefit our community for generations to come—sign today!,"lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.001448},{""age"":""45-54"",""gender"":""male"",""percentage"":0.064446},{""age"":""65+"",""gender"":""male"",""percentage"":0.217234},{""age"":""65+"",""gender"":""female"",""percentage"":0.254888},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002172},{""age"":""55-64"",""gender"":""male"",""percentage"":0.109341},{""age"":""55-64"",""gender"":""female"",""percentage"":0.082549},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001448},{""age"":""45-54"",""gender"":""female"",""percentage"":0.041999},{""age"":""18-24"",""gender"":""male"",""percentage"":0.005793},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001448},{""age"":""35-44"",""gender"":""male"",""percentage"":0.074584},{""age"":""35-44"",""gender"":""female"",""percentage"":0.052136},{""age"":""25-34"",""gender"":""male"",""percentage"":0.05286},{""age"":""25-34"",""gender"":""female"",""percentage"":0.034757},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000724},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.002172}","{""region"":""New York"",""percentage"":1}",facebook,"lower_bound: 10001, upper_bound: 50000",en
798035392108526,"How to Attract Wealth And Abundance Into Your Life (Do This Now)❤️
Introducing the Feng Shui Pixiu Mantra Ring Wealth & Protection Ring!💍 This beautiful, one-of-a-kind ring is said to bring good luck and protection to the wearer 🤞💎
Its design features an ancient Chinese symbol – the Pixiu – which is believed to bring wealth, prosperity, and protection ✅
Inscribed with a powerful Tibetan mantra 'Om Mani Padme Hum' -This mantra produces sound and vibration which allows you to feel at one with the universe🌎
Wear it and feel the power of luck, protection, and wealth! 🙏
Check it out👇https://reurl.cc/WxmeXy",Neutral,,,,"utah, gop, wealth, chris, ally",,,72.0,-1_action_environmental_public_green,"**""Pro-recycling advocacy""**",Solar energy advocacy,360754420445300,Hannah Gomez,2024-07-05,2024-07-05,2024-07-06,,"How to Attract Wealth And Abundance Into Your Life (Do This Now)❤️
Introducing the Feng Shui Pixiu Mantra Ring Wealth & Protection Ring!💍 This beautiful, one-of-a-kind ring is said to bring good luck and protection to the wearer 🤞💎
Its design features an ancient Chinese symbol – the Pixiu – which is believed to bring wealth, prosperity, and protection ✅
Inscribed with a powerful Tibetan mantra 'Om Mani Padme Hum' -This mantra produces sound and vibration which allows you to feel at one with the universe🌎
Wear it and feel the power of luck, protection, and wealth! 🙏
Check it out👇https://reurl.cc/WxmeXy",,www.winkerts.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""65+"",""gender"":""unknown"",""percentage"":0.007246},{""age"":""45-54"",""gender"":""female"",""percentage"":0.043478},{""age"":""25-34"",""gender"":""female"",""percentage"":0.007246},{""age"":""35-44"",""gender"":""male"",""percentage"":0.057971},{""age"":""65+"",""gender"":""male"",""percentage"":0.23913},{""age"":""45-54"",""gender"":""male"",""percentage"":0.07971},{""age"":""55-64"",""gender"":""male"",""percentage"":0.137681},{""age"":""65+"",""gender"":""female"",""percentage"":0.268116},{""age"":""55-64"",""gender"":""female"",""percentage"":0.144928},{""age"":""35-44"",""gender"":""female"",""percentage"":0.007246},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.007246}","{""region"":""Alaska"",""percentage"":0.007246},{""region"":""Virginia"",""percentage"":0.014493},{""region"":""Ohio"",""percentage"":0.021739},{""region"":""Oklahoma"",""percentage"":0.014493},{""region"":""Oregon"",""percentage"":0.007246},{""region"":""Pennsylvania"",""percentage"":0.065217},{""region"":""South Carolina"",""percentage"":0.007246},{""region"":""South Dakota"",""percentage"":0.007246},{""region"":""Tennessee"",""percentage"":0.007246},{""region"":""Texas"",""percentage"":0.057971},{""region"":""Utah"",""percentage"":0.007246},{""region"":""Washington"",""percentage"":0.021739},{""region"":""North Carolina"",""percentage"":0.021739},{""region"":""Wisconsin"",""percentage"":0.007246},{""region"":""Alberta"",""percentage"":0.014493},{""region"":""British Columbia"",""percentage"":0.007246},{""region"":""Manitoba"",""percentage"":0.007246},{""region"":""Ontario"",""percentage"":0.050725},{""region"":""Prince Edward Island"",""percentage"":0.007246},{""region"":""New South Wales"",""percentage"":0.072464},{""region"":""Queensland"",""percentage"":0.028986},{""region"":""Victoria"",""percentage"":0.028986},{""region"":""North Dakota"",""percentage"":0.007246},{""region"":""New York"",""percentage"":0.021739},{""region"":""Arizona"",""percentage"":0.021739},{""region"":""Iowa"",""percentage"":0.021739},{""region"":""Arkansas"",""percentage"":0.014493},{""region"":""California"",""percentage"":0.101449},{""region"":""Colorado"",""percentage"":0.007246},{""region"":""Connecticut"",""percentage"":0.014493},{""region"":""Florida"",""percentage"":0.007246},{""region"":""Georgia"",""percentage"":0.043478},{""region"":""Hawaii"",""percentage"":0.014493},{""region"":""Illinois"",""percentage"":0.021739},{""region"":""Indiana"",""percentage"":0.021739},{""region"":""Kentucky"",""percentage"":0.014493},{""region"":""New Mexico"",""percentage"":0.007246},{""region"":""Maryland"",""percentage"":0.021739},{""region"":""Massachusetts"",""percentage"":0.021739},{""region"":""Michigan"",""percentage"":0.043478},{""region"":""Minnesota"",""percentage"":0.014493},{""region"":""Mississippi"",""percentage"":0.014493},{""region"":""Missouri"",""percentage"":0.007246},{""region"":""Nebraska"",""percentage"":0.007246},{""region"":""Nevada"",""percentage"":0.014493},{""region"":""New Hampshire"",""percentage"":0.007246},{""region"":""New Jersey"",""percentage"":0.007246},{""region"":""Western Australia"",""percentage"":0.014493}","facebook,instagram,audience_network,messenger",lower_bound: 1000001,en
1064134579189100,"❤️ 🌈,Wear your values ❤️ 🌈",Neutral,,,,"value, august, conservative, louisiana, mining","aid, humanitarian, 𝗮𝗻𝗱, 𝗧𝗵𝗲, 𝗧𝗿𝘂𝗺𝗽, 𝗼𝗳, 𝘁𝗵𝗲, 𝘐𝘵, foreign aid, 𝐭𝐨",,4.0,45_aid_humanitarian_𝗮𝗻𝗱_𝗧𝗵𝗲,"**""Ethical fashion advocacy""**",Ethical fashion advocacy,102072623708329,Kind Cotton,2025-07-29,2025-07-29,2025-07-30,,"❤️ 🌈,Wear your values ❤️ 🌈","Every purchase provides an inclusive book to a child ❤️,1 purchased = 1 book donated ❤️",kindcotton.com,,"lower_bound: 7000, upper_bound: 7999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.004227},{""age"":""45-54"",""gender"":""male"",""percentage"":0.016138},{""age"":""65+"",""gender"":""male"",""percentage"":0.001729},{""age"":""65+"",""gender"":""female"",""percentage"":0.062056},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001345},{""age"":""55-64"",""gender"":""male"",""percentage"":0.007877},{""age"":""55-64"",""gender"":""female"",""percentage"":0.158117},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.004227},{""age"":""45-54"",""gender"":""female"",""percentage"":0.32219},{""age"":""18-24"",""gender"":""male"",""percentage"":0.000576},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.00634},{""age"":""35-44"",""gender"":""male"",""percentage"":0.010183},{""age"":""35-44"",""gender"":""female"",""percentage"":0.330644},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.003266},{""age"":""25-34"",""gender"":""male"",""percentage"":0.002882},{""age"":""25-34"",""gender"":""female"",""percentage"":0.067243},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000961}","{""region"":""Alabama"",""percentage"":0.004609},{""region"":""South Carolina"",""percentage"":0.013635},{""region"":""New Jersey"",""percentage"":0.030728},{""region"":""New Mexico"",""percentage"":0.005185},{""region"":""New York"",""percentage"":0.046476},{""region"":""North Carolina"",""percentage"":0.035913},{""region"":""North Dakota"",""percentage"":0.002689},{""region"":""Ohio"",""percentage"":0.057615},{""region"":""Oklahoma"",""percentage"":0.005761},{""region"":""Oregon"",""percentage"":0.019205},{""region"":""Pennsylvania"",""percentage"":0.050509},{""region"":""Rhode Island"",""percentage"":0.005185},{""region"":""South Dakota"",""percentage"":0.002113},{""region"":""Nevada"",""percentage"":0.002689},{""region"":""Tennessee"",""percentage"":0.01402},{""region"":""Texas"",""percentage"":0.030344},{""region"":""Unknown"",""percentage"":0.000192},{""region"":""Utah"",""percentage"":0.005954},{""region"":""Vermont"",""percentage"":0.004993},{""region"":""Virginia"",""percentage"":0.034185},{""region"":""Washington"",""percentage"":0.03841},{""region"":""Washington, District of Columbia"",""percentage"":0.000192},{""region"":""West Virginia"",""percentage"":0.003649},{""region"":""Wisconsin"",""percentage"":0.041483},{""region"":""New Hampshire"",""percentage"":0.011139},{""region"":""Nebraska"",""percentage"":0.009987},{""region"":""Alaska"",""percentage"":0.004609},{""region"":""Illinois"",""percentage"":0.053198},{""region"":""Arizona"",""percentage"":0.009795},{""region"":""Arkansas"",""percentage"":0.003265},{""region"":""California"",""percentage"":0.064336},{""region"":""Colorado"",""percentage"":0.026887},{""region"":""Connecticut"",""percentage"":0.018629},{""region"":""Delaware"",""percentage"":0.003841},{""region"":""Florida"",""percentage"":0.033225},{""region"":""Georgia"",""percentage"":0.015556},{""region"":""Hawaii"",""percentage"":0.001728},{""region"":""Idaho"",""percentage"":0.004993},{""region"":""Indiana"",""percentage"":0.02343},{""region"":""Montana"",""percentage"":0.002497},{""region"":""Iowa"",""percentage"":0.016516},{""region"":""Kansas"",""percentage"":0.013443},{""region"":""Kentucky"",""percentage"":0.012675},{""region"":""Louisiana"",""percentage"":0.002497},{""region"":""Maine"",""percentage"":0.00941},{""region"":""Maryland"",""percentage"":0.033032},{""region"":""Massachusetts"",""percentage"":0.04686},{""region"":""Michigan"",""percentage"":0.051469},{""region"":""Minnesota"",""percentage"":0.046668},{""region"":""Mississippi"",""percentage"":0.001728},{""region"":""Missouri"",""percentage"":0.022086},{""region"":""Wyoming"",""percentage"":0.000768}","facebook,instagram,audience_network,messenger",lower_bound: 1000001,en
806378851835370,"""It is among 33 being proposed statewide, according to a June 20 state tally.""",Neutral,,,,"would, state, said, public, also",,,35.0,-1_action_environmental_public_green,"**""Pro-infrastructure investment""**",Pro-forest climate action,669593032911569,Save My Louisiana,2025-09-14,2025-09-14,2025-09-21,Save My Louisiana,"""It is among 33 being proposed statewide, according to a June 20 state tally.""","Louisiana approves first carbon capture storage well, opening way to controversial industry",nola.com,"Some say the industry may reduce greenhouse gas emissions, but it's drawn serious concerns from residents.","lower_bound: 6000, upper_bound: 6999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.001709},{""age"":""45-54"",""gender"":""male"",""percentage"":0.113037},{""age"":""65+"",""gender"":""male"",""percentage"":0.268066},{""age"":""65+"",""gender"":""female"",""percentage"":0.143799},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000732},{""age"":""55-64"",""gender"":""male"",""percentage"":0.174072},{""age"":""55-64"",""gender"":""female"",""percentage"":0.06958},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001953},{""age"":""45-54"",""gender"":""female"",""percentage"":0.035645},{""age"":""18-24"",""gender"":""male"",""percentage"":0.01416},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000977},{""age"":""35-44"",""gender"":""male"",""percentage"":0.090576},{""age"":""35-44"",""gender"":""female"",""percentage"":0.024414},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000732},{""age"":""25-34"",""gender"":""male"",""percentage"":0.046631},{""age"":""25-34"",""gender"":""female"",""percentage"":0.009521},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000244},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.00415}","{""region"":""Louisiana"",""percentage"":1}",facebook,"lower_bound: 500001, upper_bound: 1000000",en
2594813777517538,"Lace up for something bigger than a finish line.
Whether you're running, walking, or cheering from the sidelines, the EDEN 5K/10K is more than a race — it's a movement. Every stride helps uplift people working tireless to support those rebuilding their lives as we raise awareness and resources for lasting change.

Scenic Lakeside Course
Enjoy a beautiful run through Bonelli Park with lake views, rolling hills and fresh air—perfect for beginners and seasoned runners alike.

Registration includes:
• Custom race bib
• Event shirt
• Finisher’s medal
• Post‑race refreshments

Why We Run:
Your participation fuels EDEN’s mission to empower partner organizations and support vulnerable individuals through sustainable funding, structure and care.",Neutral,,,,"work, need, working, people, better",,,38.0,-1_action_environmental_public_green,"**""Pro-recycling advocacy""**",Pro-recycling advocacy,109061417568554,Restoring Eden,2025-07-30,2025-07-30,2025-07-30,,"Lace up for something bigger than a finish line.
Whether you're running, walking, or cheering from the sidelines, the EDEN 5K/10K is more than a race — it's a movement. Every stride helps uplift people working tireless to support those rebuilding their lives as we raise awareness and resources for lasting change.

Scenic Lakeside Course
Enjoy a beautiful run through Bonelli Park with lake views, rolling hills and fresh air—perfect for beginners and seasoned runners alike.

Registration includes:
• Custom race bib
• Event shirt
• Finisher’s medal
• Post‑race refreshments

Why We Run:
Your participation fuels EDEN’s mission to empower partner organizations and support vulnerable individuals through sustainable funding, structure and care.",RUN FOR FREEDOM,RUN FOR FREEDOM,"Lace up for something bigger than a finish line.

Whether you're running, walking, or cheering from the sidelines, the EDEN 5K/10K is more than a race—it's a movement. Every step helps support the frontline workers and survivors of human trafficking as we raise awareness and critical resources for lasting change.

Scenic Lakeside Course
Enjoy a beautiful, run through Bonelli Park with lake views, rolling hills, and fresh air—perfect for beginners and seasoned runners alike.

Registration Includes:

Custom race bib

Event shirt 

Finisher’s medal

Post-race refreshments

Why We Run:
Your participation helps fuel EDEN's mission to support anti-trafficking organizations through sustainable funding, structure, and care.","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,facebook,lower_bound: 1000001,en
