cid,text,stance
510029555089042,"That’s right: 121,800 gallons of clean water per hour! 🚰💙
 
Our nonprofit built and continues to maintain these clean water systems that each community in the Pilón Lajas Biosphere Reserve has access to. During this past year and a half, we purchased a new well-digging machine to aid in future projects, built a new well in the community of Corte, and conducted maintenance on multiple systems.
 
We have recently begun prep work, including land measurements and research, to install irrigation systems in their food forests and gardens and put in a new water system in the small community of San Bernardo.
 
Irrigation is a new need that is related to climate-change-caused droughts. The rain has always been sufficient in the rainforest to grow food, but these droughts are devastating their ancestral ways of living in the jungle, and new ways of adaptation are necessary.
 
You can play a crucial role in helping us implement these new systems by committing to a recurring monthly donation through the link below! Help create lasting change and empower these communities to thrive by clicking the link in our bio and setting up your recurring donation to support the people of the Amazon and the preservation of the rainforest.
 
https://www.paypal.com/donate/?hosted_button_id=SQD3EMXSQRN58
 
Read the rest of our Impact Report showing our work from January 2023 to March 2024 through the links in our bio, available in both English y Español for our wonderful, bilingual community!
 
English: https://drive.google.com/file/d/1GiqCBKi0VVrLUpwM1-gCYFBZSjoK98Lg/view?usp=sharing
 
Español: https://drive.google.com/file/d/1nnsz1sClm2nUUdbBP37mxN4Ef3NIQn7s/view?usp=sharing
 
Photo by Abner Paredes Peñarrieta 📸",Pro-Climate
1385094385791990,Solar Energy Company,Pro-Climate
1608521119857000,ACTION ALERT: TVA is proposing the expansion of a methane gas plant at the Allen site in Memphis that would lead to higher bills & more emissions in a community already unfairly burdened by pollution. Use our form to tell TVA that Memphis deserves better: ow.ly/NkMS50VA5FW,Pro-Climate
610437014791961,"💦ƬƦƠƤƖƇƛԼ ƲƝƊЄƦƇƠƔЄƦ💥
Maybe if we went undercover in the sea we could stop overfishing and boat pollution! Basically, doing the job of bewitching sirens to confuse and protect!
💫💪🧜‍♀️🧜‍♂️🦜🦚🐠🦈🐙🐚🦋🌴🌊☄️
........................🔥........................
Peut-être que si nous nous infiltrions dans la mer, nous pourrions arrêter la surpêche et la pollution des bateaux ! En gros, faire le travail de sirènes envoûtantes pour confondre et protéger !
🐟🐳🐢🥁🐊🐋🐬
.
.
.
#mermaid #mermaidtail #siliconetail #undercover #tropicalparadise
#tropicalfish
#tropicalvibe #protecttheocean #siren 
#overfishing #oceanpollution #workshop #atelier #merlove #mermaidfantasy #fantasy #artdecodesign #artnouveaudesign #strongwomen #fin #mermaidfan #finfolk #merfolk #fx #iwata #smoothon #dragonskin #colorfullife #wildlife #cyntaultcreations",Pro-Climate
1350133636410593,"Inequities like hunger and access to clean water need urgent action—and AI offers a key opportunity, says @[100044434389674:2048:Ian Bremmer].

During a #GlobalStage conversation at the United Nations, he and UN Deputy Secretary-General Amina Mohammed discuss how the global community can responsibly deploy AI to meet these goals.",Pro-Climate
1629198097796463,"🌊 CRAs are an Investment in Your Community - learn more at https://redevelopment.net/redevelopment-works/ 

From an industrial hub to a beloved community gathering place, and later a neglected site, Bruce Beach has now been revitalized into a thriving waterfront park—thanks to the vision of the City of Pensacola CRA. 

Phase one of this transformational project has created a connected, accessible space featuring a central plaza, cultural exhibits, native landscaping, wildlife-friendly lighting, and a pedestrian bridge overlooking historic Washerwoman Creek. By linking neighborhoods, improving walkability, and restoring the natural environment, Bruce Beach is now a place where history, nature, and community come together. 

This redevelopment isn’t just about today—it’s about investing in a more resilient, healthier, and sustainable future for Pensacola. Community Redevelopment Agencies (CRAs) play a crucial role in ensuring communities thrive for generations to come.

#RedevelopmentWorks #Redevelopment #FloridaRedevelopment #MyFRA #FLRedevelopment #Pensacola #PensacolaCRA",Pro-Climate
1649195558991290,"There's a lot at stake this election—including the future of our planet. In Maine, registering to vote online is easy, so make sure your voice is heard and register today!",Pro-Climate
1915115742301998,"We're thrilled to share that @[100056383431369:2048:Engineering News-Record] MidAtlantic has recognized the Ryan Resilience Lab for Excellence in Sustainability with their Award of Merit for Office/Retail/Mixed-Use facilities.

The Lab serves as a global model for coastal resilience, demonstrating cutting edge green building practices and systems – floating docks, green roofs, solar arrays, rainwater capture, and much more. Thank you to the judges for highlighting the sustainable design work performed by our team & our collaborators at @[100063964383997:2048:Work Program Architects].

Learn more: https://brnw.ch/21wNUfm",Pro-Climate
1703086553728001,"🎉 Happy 13th Service Anniversary to Alex Carter! 🌿

Alex serves as our Director of Ecosystem Resilience, leading vital work that protects and strengthens our region’s natural environment. For over a decade, he’s collaborated with partners across the North State on land-use, forest health, climate, and wildfire resilience efforts—helping shape a stronger, more sustainable future.

We’re grateful for Alex’s steady leadership, deep expertise, and commitment to community-based solutions. Here's to 13 years of impact—and many more ahead!

#TeamMcConnell #ServiceAnniversary #EcosystemResilience #WildfireResilience #Gratitude",Pro-Climate
834029045536903,"Wildfire smoke can affect air quality in areas thousands of miles away from active wildfires. Monitoring air quality indexes and advisories are crucial to minimizing exposure to harmful pollutants. Just as you check the weather forecast each day, check the air quality index for your area. 
The U.S. Air Quality Index (AQI) measures air pollution according to the Clean Air Act of the Environmental Protection Agency (EPA). The AQI has six color-coded categories to help you quickly determine the air quality in your community. 
• Green — Air pollution poses little to no risk, and the air quality is satisfactory.
• Yellow — Air quality is acceptable, but there may be a risk for people sensitive to air pollution.
• Orange — While most people are unlikely to be affected, people sensitive to air pollution may experience health effects. 
• Purple — The risk of health effects is increased for everyone. 
• Maroon — Everyone is likely to be affected by the hazardous conditions.",Pro-Climate
404340095622973,"Big Oil’s allies are scheming to undermine our progress, like EV incentives. Send a letter to urge your representatives to fight back against these fossil-fueled threats.",Pro-Climate
24546985014918863,"Before each lesson:
•  Rebound and ask for forgiveness of your sins.
•  Request the filling of the Holy Spirit so you can      
   understand God.
•Pray on the Armor of God so you can revisit Satan’s modus operandi on this earth.

𝐅𝐈𝐍𝐀𝐋 𝐀𝐍𝐀𝐋𝐘𝐒𝐈𝐒 𝐨𝐟 𝐆𝐎𝐃: 𝐓𝐇𝐄 𝐎𝐑𝐈𝐆𝐈𝐍𝐀𝐋 𝐀𝐈

God of the Bible - As the Supreme Creator of All Things, Sustainer of all things angels/human/animals/the universe, and nowhere in scripture can you find anyone, other than God creating new things from nothing.

Angels - Created beings, limited in knowledge and power. Eternal beings, that will never die, made to handle God’s messaging, intervention and inspiration to God’s creations and can only do what God allows them to do. Can only use the materials God created to make new things, this is not creating from nothing, just rearranging of molecules to get a different form of the same or multiple substances. 

Look at our world under the duress of all the natural resources of God, being reformed into things, such as plastics, air pollution and other factors at a rate it cannot sustain, all for our own pleasure or recreation. 

Humans: created beings, weaker than angels in knowledge and strength but endowed with God’s image, the only creation in the Bible He does that with. We are created eternal, then man became sinful, and by that death entered our world. We gave power to Satan by giving him our role, as stewards of God’s creation on Earth. 

𝐇𝐨𝐰 𝐚𝐫𝐞 𝐰𝐞 𝐝𝐨𝐢𝐧𝐠 𝐰𝐢𝐭𝐡 𝐭𝐡𝐚𝐭 𝐬𝐨 𝐟𝐚𝐫?

Let’s not forget the animals of all kinds, sea life, land and our glorious universe, were all tainted by our sin and also die.

AI: Created by sinful man to enhance his intellect and power, with the fatal flaw being that all creation is under sin. Nothing new can be created by AI. It really doesn’t have power unless you allow it to.

Across the world, additional power plants and chip manufacturers have been removing rare Earth materials, further depleting our natural resources and polluting our world.

Copy and paste the following link to read about the Rare Earth Minerals-The Dirty Little Secret, found on Newsbreak.

https://www.newsbreak.com/share/4116823333561-why-i-no-longer-believe-in-green-energy-and-why-you-should-look-closer?s=a8&share_destination_id=MzA0NTQ4NjE3LTE3NTMwMTM5OTM3NzY=&pd=0Kbr0Ted&hl=en_US&send_time=1753013993&actBtn=bottomBar&_f=app_share&trans_data=%7B%22platform%22%3A1%2C%22cv%22%3A%2225.29.0%22%2C%22languages%22%3A%22en%22%7D&sep=ns_foryou_model_exp_25q2_v2-v9%2Cns_foryou_rank_exp_25q2-v3%2Cns_foryou_recall_exp_25q3-v9%2Cns_foryou_blend_exp_25q2-v9

𝗧𝗛𝗘 𝗙𝗜𝗡𝗔𝗟 𝗤𝗨𝗘𝗦𝗧𝗜𝗢𝗡 𝗧𝗢 𝗠𝗔𝗡𝗞𝗜𝗡𝗗:

𝙈𝙤𝙣𝙤𝙩𝙝𝙚𝙞𝙨𝙩𝙞𝙘 𝙫𝙨 𝙋𝙤𝙡𝙮𝙩𝙝𝙚𝙞𝙨𝙩𝙞𝙘. - 𝙄𝙛 𝙤𝙣𝙡𝙮 𝙤𝙣𝙚 𝙘𝙧𝙚𝙖𝙩𝙤𝙧 𝙤𝙛 𝙖𝙡𝙡 𝙩𝙝𝙞𝙣𝙜𝙨, 𝙖𝙣𝙙 𝙚𝙫𝙚𝙧𝙮𝙩𝙝𝙞𝙣𝙜 𝙞𝙨 𝙘𝙧𝙚𝙖𝙩𝙚𝙙 𝙥𝙚𝙧𝙛𝙚𝙘𝙩𝙡𝙮, 𝙬𝙝𝙮 𝙙𝙤 𝙮𝙤𝙪 𝙣𝙚𝙚𝙙 𝙤𝙩𝙝𝙚𝙧 𝙜𝙤𝙙𝙨?",Pro-Climate
1295413044924803,I'm Rep. Diana DeGette and I want to hear from you. Is Climate Change an urgent issue? Take this 1-minute survey to share your feedback.,Pro-Climate
1318428005767018,"The Shell PA Petrochemical Complex promised to revitalize the community, but Moms Clean Air Force's  Rachel Meyer tells the Guardian  it didn’t take long for the community to realize that the facility would bring “environmental disaster.” #CleanAir4Kids #MomsMakeNews #momsactnow",Pro-Climate
1384155142887157,"2025 Eat More Veggies, Save the Earth– Creative Short Video Contest

Purpose of the Contest

This is a small and heartwarming global event aimed at promoting the idea that eating more plant-based meals (not necessarily going fully vegan) can help slow down global warming. Every additional plant-based meal is a step toward protecting our Earth.

Contest Rules

Eligibility

Open to participants from all around the world, regardless of age or background.

Video Content

Create an original short video (within 3 minutes) based on the theme:

""Eating more plant-based meals helps reduce global warming.""

Video content can be in any language.

Posting Guidelines

Post your video on your personal Instagram account.

Tag @方便素 in the post.

Include the hashtags: #方便素 and #多吃素救地球and#2025 Eat More Veggies, Save the Earth – Video Creativity Contest

In the comments section, write: ""我愛地球，地球愛我"" (I love the Earth, and the Earth loves me)

plus a five-character personal reflection in Chinese.

Video Creation

You may use AI tools to assist in your creation, but the content must be original and aligned with the contest theme.

Content Standards

Submissions must not include obscene, violent, hateful, or inappropriate content.

Entries that violate this rule will be disqualified.

Judging Criteria

The winner will be determined based on the highest number of comments on their Instagram post.

The top entry will receive a prize of NTD 30,000 (approx. USD 1,000).

Fairness and Anti-Cheating Policy

To maintain fairness, if there is evidence of comment manipulation, bot usage, or any other dishonest behavior,

the organizers reserve the right to adjust rankings or disqualify entries.

If you are not comfortable with this policy, please refrain from participating.

For any inquiries, please contact us in Chinese or English.

Contest Period

Start: August 22, 2025 at 10:00 AM (Taiwan Time)

End: September 21, 2025 at 5:00 PM (Taiwan Time)

Note: Videos posted before the official start time will not be eligible.

Winner Announcement

Winners will be announced on October 10, 2025.

During the contest period, the top 3 videos (by comment count) will be showcased weekly.",Pro-Climate
1560623611481815,"As Mayor, Tammy will build workforce housing, fight climate change, and keep neighborhoods safe.",Pro-Climate
1193074671833824,"The City of Lebanon, Ohio had considered solar in the past, but the numbers didn’t pencil out. Now, thanks to new federal incentives, they’re partnering with Kokosing Solar on a solar array that will save money and attract new businesses!,The City of Lebanon, Ohio had considered solar in the past, but the numbers didn’t pencil out. Now, thanks to new federal incentives, they’re partnering with Kokosing Solar on a solar array that will save money and attract new businesses!,The City of Lebanon, Ohio had considered solar in the past, but the numbers didn’t pencil out. Now, thanks to new federal incentives, they’re partnering with Kokosing Solar on a solar array that will save money and attract new businesses!",Pro-Climate
1230512551381858,"New 🆕 🆕 🆕 🆕 🆕

Mental Health and Climate Change: How to Cope When the News Is Really, Really Hard... 😔😔😔🔥

#lafirestorm2025 #momsactnow #lafires",Pro-Climate
1260774778590073,"Lower in cost than conventional sources, generated right here at home, and delivered directly to the local grid, utility-scale solar power helps bolster our energy independence while keeping prices low for consumers.

Sign a letter of support today! ⬇️",Pro-Climate
1455076131817835,"Be the hero, skip the lawn fertilizer this summer to help prevent polluted runoff that feeds toxic algal blooms. #HealthyWatersNoRegrets",Pro-Climate
941080234844368,"Unleashing homegrown energy from the rural Indiana wind and sun has unlocked benefits for Hoosiers in communities around the state. Join our friends at Indiana Conservation Voters  @[100087974275007:2048:Indiana Conservation Voters]  for a @[61566413788374:2048:Homegrown Hoosier Power] webinar on Tuesday, March 4 to learn more about sharing the ways renewable energy development has shaped Indiana’s story:  https://buff.ly/4hHZcvt
 
Flyer via @[100087974275007:2048:Indiana Conservation Voters]",Pro-Climate
3095553183926524,"San Antonio deserves leadership that understands our environmental challenges and has
real solutions.
As your mayor, I will work to:
• Expand green infrastructure across our neighborhoods while reducing our city's
carbon footprint
• Create connected mobility hubs that make it easier to use transit, bike-sharing, and
walkable streets
• Increase funding for Transit-Oriented Development and Vision Zero to make our
streets safer and more accessible for everyone
San Antonio can be a leader in sustainable urban development while maintaining our unique
culture.
Let’s build a sustainable San Antonio for generations to come! Learn more about Beto’s
positions at www.betoformayor.com,San Antonio deserves leadership that understands our environmental challenges and has
real solutions.
As your mayor, I will work to:
• Expand green infrastructure across our neighborhoods while reducing our city's
carbon footprint
• Create connected mobility hubs that make it easier to use transit, bike-sharing, and
walkable streets
• Increase funding for Transit-Oriented Development and Vision Zero to make our
streets safer and more accessible for everyone
San Antonio can be a leader in sustainable urban development while maintaining our unique
culture.
Let’s build a sustainable San Antonio for generations to come! Learn more about Beto’s
positions at www.betoformayor.com,San Antonio deserves leadership that understands our environmental challenges and has
real solutions.
As your mayor, I will work to:
• Expand green infrastructure across our neighborhoods while reducing our city's
carbon footprint
• Create connected mobility hubs that make it easier to use transit, bike-sharing, and
walkable streets
• Increase funding for Transit-Oriented Development and Vision Zero to make our
streets safer and more accessible for everyone
San Antonio can be a leader in sustainable urban development while maintaining our unique
culture.
Let’s build a sustainable San Antonio for generations to come! Learn more about Beto’s
positions at www.betoformayor.com",Pro-Climate
1298571137990523,"We were featured on Delmarva Life again! Our brand-new community solar farm in Salisbury, Maryland broke ground earlier this month and we're still celebrating the 1.7M KW of renewable energy that it will produce.",Pro-Climate
3597692690531595,"Join us as we take a major step in our legal challenge of Orange County Board of Supervisors' approval of the disastrous Wilderness Crossing development. This massive project would forever alter 2,600 acres of land on the border of the Wilderness battlefield, the site of the first clash between Ulysses S. Grant and Robert E. Lee.

Video produced by The Piedmont Environmental Council.,Join us as we take a major step in our legal challenge of Orange County Board of Supervisors' approval of the disastrous Wilderness Crossing development. This massive project would forever alter 2,600 acres of land on the border of the Wilderness battlefield, the site of the first clash between Ulysses S. Grant and Robert E. Lee.

Attendees will have to opportunity to hear firsthand the details of our charges that the approval of this development was conducted without sufficient opportunity for public input.

Video produced by The Piedmont Environmental Council.",Pro-Climate
1607044249894086,"Call for reading: 
HEXACO Traits, Emotions, and Social Media in Shaping Climate Action and Sustainable Consumption: The Mediating Role of Climate Change Worry
By Stefanos Balaskas
From @[100064758156699:2048:Πανεπιστήμιο Πατρών University of Patras] 
👉 https://t.ly/0A8_C",Pro-Climate
1357319832020590,"🌱 Building a better, greener future starts with us! From clean energy jobs to resilient infrastructure, we’re making sustainability work for EVERYONE. Let’s lead the way to a thriving, eco-friendly Queens🌍💪 #GreenQueens #SustainableFuture #UnionStrong #ClimateAction #CleanEnergy #ResilientCommunities #EcoFriendlyEconomy #QueensForward",Pro-Climate
834713262081231,"#NaturalResources 🌿In recent years, Linze County, Zhangye City, Gansu Province, has given full play to its advantages in wind and solar resources and completed 13 new energy projects of wind and solar power successively, promoting the county’s economic development and helping rural revitalization.#Chinascenery #Chinatourism #TravelinGansu #GansuCulture",Pro-Climate
2012703562866562,"Join us Tuesday, August 26 at 6 PM for the Joint Environment Town Hall. Delegate Nadarius Clark and I are partnering with the Virginia League of Conservation Voters and EDF Action Virginia to bring together community members, advocates, and policymakers to assess Virginia’s environmental health, highlight recent policy wins, and chart a path forward for a cleaner and more resilient Commonwealth.",Pro-Climate
1057409776032588,Be part of the solution! A well-paying career in nuclear energy not only contributes to the climate solution but also supports a diverse workforce. Let’s build America’s clean energy future together.,Pro-Climate
504851478980909,"The U.S. solar industry is rapidly growing, with solar manufacturing capacity now reaching 31 gigawatts (GW) due to federal policies like the Inflation Reduction Act of 2022. Over the past two years, 75 GW of new capacity has been added to the grid, representing 36% of all solar capacity in U.S. history. States like Texas and Florida are leading solar growth.

Harness the power of solar energy in Central Florida with ProSolar Systems—where sustainability meets innovation. Visit https://prosolarcentralflorida.com/ today ☀️

Read full article: https://energynews.pro/en/the-u-s-solar-boom-an-energy-revolution-in-the-making/

#SolarNews #SolarEnergy #SolarPanels #ProSolar",Pro-Climate
1220168579013688,"Interested in kickstarting your nuclear advocacy journey but not sure where to start? We are creating an online space for just that.  

See for yourself ➡️ @nuclearmatters",Pro-Climate
1100001381689944,"Highly Anticipated Book Release by Quacy L. Smith!!!! 
We live in an era of exceptional challenges—climate crises, widening social divides, economic instability, and political unrest. The Challenge We Face unpacks these complex issues in a way that's accessible and engaging for everyone. With stories from around the world, the author connects the dots between these global problems and our everyday lives, revealing how deeply intertwined they are. But this book doesn't just diagnose the issues; it offers a vision of hope and actionable steps to create change. Whether you're new to these topics or have been following them for years, The Challenge We Face invites you to see the world differently and join the growing movement of people committed to building a better future. Available for purchase on Amazon, Barnes & Noble, and other booksellers.",Pro-Climate
675241181652971,"This year, the state legislature passed several bills aimed at moving Virginia forward on the path to 100% clean energy. Just as importantly, these bills worked to tackle two challenges facing Virginia right now: high electric bills in the present and massive demand for new energy in the years to come.",Pro-Climate
396834650114902,"Tired of the status quo? Community-led change is THE game-changer. From global crises to climate action, we're your go-to for the latest updates and ways to support local heroes. 🦸‍♂️ #CommunityLedChange #ImpactfulAction",Pro-Climate
512267281476832,"Advantages of Flatpack Containers

At Herocont, we believe in solutions that simplify your business. Our flatpack containers are designed to meet your operational needs!

🚚 Efficient Transportation: Ease of transport, flatpack containers minimize shipping costs, allowing you to allocate resources more effectively.

🛠️ Fast Assembly: Maximize productivity with our flatpack containers, that can be assembled swiftly by your team, ensuring minimal disruption to your workflow.

🔄 Adaptable Design: Whether you need office space, storage, or temporary facilities, flatpack containers provide flexible solutions that can adapt to your evolving business requirements.

🌍 Sustainable Choice: Reduce your carbon footprint with our eco-friendly containers, made from recyclable materials and designed to lower transportation emissions.

Partner with Herocont to enhance your business operations with cost-effective and sustainable flatpack container solutions. Let’s innovate together! 🤝

www.herocont.com
info@herocont.com

#Herocont #prefabricated #modular #building #solutions #flatpackcontainer #flatpack #container #modularcontainer #portable #accommodation #office #officecontainer #storagecontainer #dormitorycontainer #mobileraumsysteme #bungalow #bungalowdechantier #conteneurdechantier #conteneur #Conteneurdechantierenkit #conteneurspréfabriqués #chantier #baseviechantier #casasprefabricadas #modularsolutions #prefabricados #casacontenedor #contenedor #modulos",Pro-Climate
1028212388906985,URGENT: President Trump and his allies in the fossil fuel industry want to sell America’s beloved public lands for corporate profit. Add your name NOW to help us stop them.,Pro-Climate
1407821380415236,"Dairy farms are all about preserving natural resources! From recycling water💧 to reusing manure 💩 as natural fertilizer in the fields, dairy farms in New York State are all working towards a more sustainable future.

#dairy4good #dairy #newyork",Pro-Climate
1559466194987164,"We’re committed to Environmental Justice & Social Equity so no community is left behind in our clean energy future.,We’re committed to Environmental Justice & Social Equity so no community is left behind in our clean energy future.",Pro-Climate
4245710805675035,"💫 Exciting Announcement! 💫

We are proud to introduce Valencia Gunder @[17841401627592865:6057:@valenciagunder] as our Black Prides United 2025 Grand Marshal! 🎉

A proud multi-generational resident of Miami’s Liberty City, Valencia is a trailblazer dedicated to community empowerment and social justice. She serves as co-director of The Smile Trust @[17841401497893386:6057:@smiletrustinc] , executive director of The Black Collective and The Freedom Lab, and founder of the Community Emergency Operations Center — organizations that reach across the US South and the Caribbean from their home base in Liberty City.

For over 15 years, Valencia has been a vital force supporting low-wealth communities facing climate change impacts. Her leadership has facilitated over 500,000 wellness checks and the distribution of $7 million in supplies to those in need across the US South and the Caribbean.

Black Prides United 2025 takes place October 9-12!
Join us on Saturday, October 11, at Esplanade Park in Fort Lauderdale, FL, for the Unity Block Festival, where Valencia will also be honored with Afro Pride’s Philanthropy Award.

Let’s come together to celebrate her incredible work and the vibrant Black community! 💙✊🏿

#BlackPridesUnited #GrandMarshal #UnityBlockFestival #Miami #FortLauderdale #LibertyCity #BlackExcellence #CommunityLeadership #AfroPride #Philanthropy #ClimateJustice",Pro-Climate
3763753903887890,"Thousand Friends of Martinez endorses the following candidates and bonds.  

To see our Election Forum, click below: https://www.youtube.com/watch?v=LAGq4fhLC4k

Mike Barbanica – County Supervisor District 5 - https://thousandfriendsofmartinez.org/files/Barbanica2024.pdf
Dylan Radke – Martinez City Council District 2
https://thousandfriendsofmartinez.org/files/RadkeBio2024.pdf
Logan Campbell – MUSD District 1
https://www.loganformartinez.com/
Measure O – MUSD Bond
https://thousandfriendsofmartinez.org/files/MeasureO.pdf
Proposition 4 – Climate Bond
https://www.nature.org/en-us/about-us/where-we-work/united-states/california/stories-in-california/climate-change-resilience/

FPPC# 1381454",Pro-Climate
670023682566791,Rep. Kean just voted for a total repeal of clean energy investments – gutting American-made energy to fund tax cuts for billionaires. Tell Rep. Kean to protect our jobs.,Pro-Climate
904302581567844,"Basil 
Sürdürülebilir & Yerel 
Pratik & Sağlıklı Restoran
@tastebasil ’in Bilkent tasarımında sadeliği ve sürdürülebilirliği ön planda tuttuk. Tıpkı Basil’in bowl’larında olduğu gibi, malzeme seçimi ve inşa sürecinde doğaya saygılı yaklaşımlar benimsedik ve karbon emisyonunu minimuma indirmeyi hedefledik.
-
Basil
Sustainable & Local
Fast Fine Restaurant
In the design of @tastebasil ’s Bilkent location, we prioritized simplicity and sustainability. Just like in Basil’s bowls, we adopted eco-friendly approaches in material selection and construction processes, aiming to minimize carbon emissions.

Tasarım Ekibi / Design Team:
STUDIO IS 
ASMA Mimarlık
Sercan DENİZ 

#tastebasil#basil#bilkentcenter#bilkent#ankara#turkey#studiois#architecture#design#sustainablearchitecture#mimarlik#tasarım",Pro-Climate
576423661381477,Vote Roman for NMC Trustee #SustainableSolutions #VoteRoman #traversecity,Pro-Climate
2031665667348386,"The Amazon is burning, and its future is at risk. Indigenous communities are on the front lines.

Donate today, and your gift will be doubled up to $50,000, supporting firefighting efforts and Indigenous-led solutions. All donations will be doubled up to $100,000 from now until midnight on December 31!

Join the fight to protect the Amazon and our planet's future.",Pro-Climate
1003487145029868,"400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!,400 Jobs. Lower energy bills for Alaska families. Thank Senator Murkowski for backing American-made clean energy!400 Jobs. American-made Clean Energy Works!",Pro-Climate
608973282271396,"“We’ve heard really difficult stories about boom and bust in the mining industry, but that has never been because of the enforcement of pollution standards.”
—Paula Maccabee, WaterLegacy Executive Director and Counsel

Catch up on what happened at the MPCA’s public meeting in Virginia last night:
https://www.duluthnewstribune.com/news/local/at-iron-range-hearing-miners-warn-of-closures-if-wild-rice-rule-enforced",Pro-Climate
1233528734975788,"📐 Introducing Victoria Saracco — Our Newest 39er

If you've ever stood in the shadow of a building and felt the spirit of a city embedded in its walls, then you've already felt the kind of work Victoria believes in.

A born-and-raised Galvestonian, Victoria is an architectural designer whose passion for sustainable, human-scale design was shaped by childhood memories in her grandparents’ loft in the Old Daily News Building—a structure that weathered the 1900 storm, Hurricane Ike, and now, the next generation’s vision for Galveston’s future.

At just 25, she’s already thinking beyond blueprints. Victoria sees our island not as a relic or tourist stop, but as a place with untapped potential for live-work communities, revitalized commercial spaces, and design that reflects the soul of the people who live here—not just those who visit.

She's deeply rooted in Galveston's story—from MREs after the storm to over-the-head headphones at MOD—bringing both resilience and edge to every space she touches.

Welcome, Victoria. We're honored to have your voice, your vision, and your velocity as a part of the 39ers.

This is the new Galveston. And she is building it.",Pro-Climate
1319479289297114,"The time to act on climate change is now.

Together, we can champion renewable energy solutions like the Harvest Hills Wind Project.

Sign the petition below to make your voice heard.",Pro-Climate
1813170249519353,Yakima County News: Apple orchards face compounding threats from climate change.,Pro-Climate
2685721594940628,"On this college football Saturday we're sorry to report that Texas isn't just beating Michigan on the field, they are also beating us in the energy race. Read how Texas has been building solar and energy storage to ensure reliability across the Lone Star state. Michigan needs to catch up!",Pro-Climate
1041312964783580,"This is simply surreal. And whatever “national energy emergency” the administration is referring to is completely beyond us. In 1970, approximately 46% of US energy production came from burning coal. In 2025 it reached an all-time low of 15%. That’s 2% less than wind and solar. Florida has recently phased out virtually all of its former coal-burning power plants. Any new coal production in the US will almost certainly be for export to countries that still use coal for a large share of their energy production. And if you’re complaining about their emissions, you’re also complaining about the burning of US coal outside our country. Our planet only has one atmosphere.

We will do a follow-up post on recent changes the administration has made to regulations on things like coal ash and where the waste from coal mines can be dumped. This is a very sorry step in the wrong direction.

Our follow-up post will also include information on how emissions from coal plants elsewhere end up contributing large amounts of mercury to Florida’s ecosystems.",Pro-Climate
7630904583701765,"Breaking News: Due to current water pollution, many people have been infected by parasites, resulting in skin ulcers, illnesses, and even deaths. Governments are taking this issue very seriously. In response, renowned nutritionist and medical doctor Barbara O'Neill has developed a product that can prevent and kill these parasites, helping to protect people from further infections.",Pro-Climate
636203088785253,"Clean Grid Alliance (CGA), is hosting a Solar 101 Event in Sherburn, MN on February 27th. The meeting will feature presentations from solar energy expert Matt Boor and Nathan Dull of the Minnesota Land & Liberty Coalition, about solar energy and its benefits to communities. CGA will conclude with an audience Q&A. All are welcome to attend this free event.  https://shorturl.at/UXmBZ",Pro-Climate
1028824718886716,"Curious about sustainability and climate action in your community?

Join us at FoCo EcoFest to explore the Our Climate Future plan, discover local conservation resources, and enjoy interactive presentations and booths.

Plus, don’t miss the Xeriscape Garden Party, featuring the free NoCo Native Plant Swap, water-wise landscaping tips, food trucks, live music, and fun for all ages!

Whether you're interested in native plants, electrification, or climate solutions, EcoFest is your chance to celebrate and support Fort Collins’ sustainable future.

Learn more at fcgov.com/EcoFest",Pro-Climate
688962873451665,"My second entry for ad contest. Trying to bring as many  eyes as possible to plastic pollution problem.

-

#CuriousRefuge #Vica #refillit #aivideo #midjourney #luma #lumaai",Pro-Climate
1838353363399637,"🔹 $997  billion spent on defense last year—more than the next 10 nations combined.
🔹 37 million+ Americans lack health insurance.
🔹 700,000+ people are unhoused across the United States. 

This isn’t a coincidence; it’s a choice. Justice Democrats is funding candidates to demand Congress STOP funding perpetual wars and START funding our schools, hospitals, and communities.

Join the fight to reclaim our tax dollars. Donate now to help elect bold working class leaders who will:
✔️ End U.S. military interventions abroad,
✔️ Pass Medicare for All and a Green New Deal,
✔️ Invest in living-wage jobs, childcare, and housing.

If you’re able, can you rush $15?  Every dollar helps us replace war profiteers with peace builders—so we can finally fund the America we deserve.",Pro-Climate
