cid,Stance,text
641470442283547,Pro-Energy,"“Part of the problem is sheer cost: many trillions of dollars, with great uncertainty as to who is to pay it. Part of the problem is the failure to appreciate that climate goals do not exist in a vacuum. They coexist with other objectives—from GDP growth and economic development to energy security and reducing local pollution—and are complicated by rising global tensions, both East-West and North-South.” https://tristateinfrastructurenews.com/the-troubled-energy-transition-how-to-find-a-pragmatic-path-forward-foreign-affairs/"
1240112267781818,Pro-Energy,"Three Insufferable Talking Heads Bring On $8 Per Gallon Gasoline! The phrase talking head has become slang for a person whose talk is empty and pretentious. Accordingly, allow me to introduce you to three talking heads who are doing their part to ensure gas prices on the Central Coast and throughout CA hit $8 per gallon in less than 2 years by shutting down oil and gas production. The empty pretentious talk associated with this policy initiative? According to Supervisor Capps, by eliminating onshore oil production on the Central Coast, we will never have fires again! That is, she is passing blaming the past fires here on local oil production versus global ghg emissions we can do nothing about. County Supervisor Laura Capps is simply living in a bubble of pretense. She is as woke as they come coupled with an attitude of sanctimonious superiority. She pretends she is going to end wildfires by eliminating oil and gas operations in the county even though most all the devastating wildfires in our region have been started by fallen electrical lines during windstorms which ignited unmanaged chaparral that hadn’t burned in 100 years! The very same electrical lines that are bringing so-call …"
1669103074009005,Pro-Energy,"Coal has powered America for centuries, fueling industries, strengthening our economy, and ensuring our energy independence. Yet, it continues to be unfairly maligned by policymakers and activists who push unreliable energy alternatives. In this episode of American Potential, host David From sits down with Mitesh Thakkar, President of Core Natural Resources—the largest coal producer in the U.S.—to set the record straight. Mitesh breaks down the myths surrounding coal, from outdated misconceptions about pollution to the false promise that renewables alone can sustain America’s growing energy needs. He explains why coal remains an essential part of our infrastructure, supporting industries like steelmaking, cement production, and manufacturing—sectors that drive job creation and economic prosperity. With energy demand skyrocketing due to AI, data centers, electric vehicles, and industrial growth, the reckless shutdown of coal plants threatens our grid reliability, national security, and economic stability. Mitesh also exposes the hypocrisy of shutting down domestic coal production while exporting it abroad, where countries like China and India use it to fuel their own industrial boom …"
3459683507661216,Pro-Energy,New U.S. Transportation Secretary Sean Duffy signed an order Tues. directing U.S. regulators to rescind fuel economy standards issued under Biden that aimed to drastically reduce fuel use for cars and trucks - via @reuters See our statement ⬇️ #momsresist #momsactnow
512204047818848,Pro-Energy,"In this episode of American Potential, Jeff Crank speaks with Kent Kaiser, a representative of the Domestic Policy Caucus and founder of NoFuelBan.com, about Minnesota’s controversial push for clean fuel standards and the far-reaching consequences it could have on everyday Americans. From skyrocketing fuel prices to devastating rural economies, Kent exposes the harmful impacts of government overreach in Minnesota and other states considering similar policies. Hear how a broad coalition of stakeholders—from truckers to corn growers—rallied to fight back against legislation that would force families and small businesses to pay more for fuel and vehicles while delivering negligible environmental benefits. This is a fight for freedom of choice and economic survival, as Kent and Jeff discuss the arrogance of policymakers who fail to understand the realities faced by everyday Americans. If you’re tired of government elites imposing costly, impractical policies on hardworking citizens, this episode will arm you with the knowledge and inspiration to stand up for liberty and common sense."
1084033459873311,Pro-Energy,Eco-Regulation Gone Wrong: The Unintended Costs of Colorado’s Climate Laws
966566028616713,Pro-Energy,"In this eye-opening episode of American Potential, guest host David From and AFP Colorado Director Jesse Mallory expose the unintended consequences of Colorado’s recent carbon emission policies and climate-focused bills. Jesse highlights how these restrictive measures, inspired by California's aggressive regulations, threaten Colorado’s working families, rural communities, and small businesses. From gas-powered lawnmower bans to policies that could limit personal vehicle use, they discuss the harmful impact on those who can least afford it and the critical need to protect freedom and affordability. Join us as we delve into how these costly, impractical policies could reshape life in Colorado and why standing up for commonsense solutions is more important than ever."
2326617667701377,Pro-Energy,"TOP STORY: The outlook for the oil and gas industry under President Harris vs. President Trump The 2024 U.S. presidential election offers a stark choice when it comes to how each administration will approach regulating the oil and gas industry. Under a Democratic administration led by Vice President Kamala Harris, federal climate policy would likely continue down the Biden Administration’s path – which has meant both billions of dollars invested in clean energy while also allowing for record-breaking oil and gas production. By contrast, former President Donald Trump and his allies have vowed to repeal Biden’s clean energy policies, abandon the country’s climate goals, slash regulations, and speed up oil and gas permitting and leasing. In short, “drill, baby, drill!” as Trump frequently proclaims on the campaign trail. Project 2025, a Heritage Foundation document designed as a playbook for a second Trump administration, denounces what it calls the Biden-Administration's “war on oil and gas.” (As a reality check, if it has been a “war,” then it’s been a war that hasn’t been all that harmful to oil companies, which earned record-breaking profits during Biden’s term.) Project 2025 urge …"
874573814590888,Pro-Energy,"You've probably heard a lot about renewable energy lately. Solar panels are popping up on rooftops, wind turbines are spinning across landscapes, and everyone seems to be talking about a ""clean energy revolution."" It's exciting stuff. But before we declare victory in the fight against air pollution, let's take a closer look at why renewable energy isn't the ultimate solution… at least not yet. To read the story, visit: bluemarblestories.com"
493799253098650,Pro-Energy,"Homeowners, know the potential impact of wind farms on your property value. Factors such as visual impact and noise pollution may lower your property and resale value."
791863573317146,Pro-Energy,"The energy you count on starts with Midstream. It's an industry focused on reducing emissions while delivering more of the reliable and affordable energy people depend on. Rapid change isn’t realistic, but thoughtful progress is. Natural gas remains the most prevalent source of electricity generation in the United States accounting for about 42-43% in 2025, according to the U.S. Energy Information Administration. Share your thoughts below."
1514338833069605,Pro-Energy,"Countywide zoning would impact every property owner, regulating nearly everything you do on your own land — barns, sheds, driveways, even family events. Read our alternative - a plan proposed to county commissioners to regulate Rainbow Springs Solar, and leave the rest of the county free: https://bit.ly/solar-commitment"
3986813954906182,Pro-Energy,"Oklahoma Farm Bureau supports leaders who protect the land we work and the freedoms we cherish. We appreciate Sen. Todd Gollihare for sharing our values! By leading HB 2752 to be signed into law, Sen. Gollihare is putting a stop to the abuse of eminent domain for renewable energy projects. No landowner should be forced to give up their land for out-of-state interests. ✅ Protecting property rights ✅ Limiting government overreach ✅ Putting Oklahomans first Thank you, Senator Gollihare, for standing with farmers, ranchers, and rural families — and for keeping government in check. 👏"
1434045014414860,Pro-Energy,"📰 PRESS RELEASE- Springfield, IL…Energy rate increases have stunned families and businesses across the state of Illinois. Growing demand and less supply has forced electric grid operators, like PJM and MISO, to increase their capacity auction prices. State Representative Mike Coffey (R-Springfield) says Illinois will continue to see more increases in the future if the state does not act on new energy policies that keep rates affordable, ensure reliability, and grid stability secure. “I support clean energy, but current policies have driven costs up for residents and businesses in Illinois, and the majority party must take action to adopt policies that keep energy rates affordable,” Coffey said. “The main reason we are seeing electric bills skyrocket is because of mandates that have been put in place to subsidize wind and solar energy projects while shutting down coal-fired and gas power plants and failing to repeal the moratorium on nuclear construction.” A report issued by the Illinois Manufacturers’ Association (IMA), Chemical Industry Council of Illinois (CICI), International Union of Operating Engineers (IUOE) Local 150, and the Illinois Pipe Trades Association (IPTA) sent a cl …"
1413759103168633,Pro-Energy,Renewable energy wasted? California's solar farms dump 2.1GW daily while hydrogen stations starve.
1474798080608456,Pro-Energy,"Reliable baseload power from #naturalgas (and nuclear) keeps Virginia’s communities and industries moving forward. As the #1 state in the country for business (@[100059742060475:2048:CNBC]), Virginia’s continued success depends on smart investments in the predictable, reliable, and affordable energy sources that power innovation and opportunity. Learn more at https://energy.virginia.gov/renewable-energy/NaturalGas.shtml"
24741060482148381,Pro-Energy,A wind turbine blade shut down I-70. Our roads can't handle the clean energy future. Demand safe transport now.
2904360799725950,Pro-Energy,"In light of the current energy crisis, we don't celebrate the loss of any potential power generation. But we've been consistently critical of expensive and unreliable sources of energy. New Jersey has wasted years and hundreds of millions of taxpayer dollars pursuing a dream that no longer exists in the post-COVID world. We call on the governor and NJBPU to pivot away from offshore wind and prioritize firm, reliable, and...most importantly...affordable sources of energy. https://www.yahoo.com/news/atlantic-shores-offshore-wind-asks-092740935.html"
1243816283944428,Pro-Energy,"Jim Holcomb, President & CEO for the @[100064633455836:2048:Michigan Chamber of Commerce], leads the discussion into one of Michigan’s most critical infrastructure projects – the Great Lakes Tunnel – to replace a portion of the Line 5 pipeline in the Straits of Mackinac that delivers the fuel that keeps homes and businesses running and Michigan’s economy moving. With the Army Corps of Engineers recently releasing its long-awaited draft Environmental Impact Statement, it’s a key milestone in moving forward. We’re going to take a deeper dive into what the latest is and what it all means for our energy reliability, economic security, job creation, and protecting the Great Lakes. Joining him in the discussion are: - Anna Mooney, Manager of Government Relations for @[100064695098108:2048:Enbridge] - the owner and operator of Line 5 and the company committed to investing in and building the Great Lakes Tunnel - Mike Smith, Executive Director for the @[100070948074351:2048:Upper Peninsula Construction Council] - a labor group of quality construction contractors and building trades professionals - Mike Alaimo, Senior Director of Legislative and External Affairs at the Michigan Chamber"""
1425685968638215,Pro-Energy,"🚨 NEW POLL! 📊 Our latest poll reveals that New Jersey voters prefer a more balanced energy strategy than the zero carbon policies that have been pursued under @[100044565993826:2048:Governor Phil Murphy]’s administration. 66% of New Jersey voters support an all-of-the-above approach that includes renewables and natural gas — a solution that delivers affordability, reliability, and emissions reductions rather than only one at the expense of the others. Dive into more key findings below and read our full survey results here: https://bit.ly/4jFfDsB"
1461208688571115,Pro-Energy,"Companies are drawn to Texas because of the state's affordable, abundant energy supply. Our elected officials need to support all kinds of energy."
719078080608187,Pro-Energy,What provides 49% of New Jersey's electricity and heats 70% of homes? Natural gas. Learn about the energy infrastructure that powers the Garden State.
557495920389744,Pro-Energy,"The oil & gas industry just helped unlock enough energy to power America for 30,000 years... using a breakthrough new drilling technique. Energy Secretary (and former oilman) Chris Wright calls it an ""awesome resource."" And the government has already begun selling thousands of acres of public land to develop it. Here's the name of the company at the heart of it all."
561203843718237,Pro-Energy,"On April 22nd, the media CELEBRATED Spain’s announcement that they went a full day on 100% “renewable energy.” On April 28th, they experienced the largest blackout in history. Spain and Europe’s kamikaze drive to NetZero has important lessons for blue states in America. #podcast #politics #trump #democrats #kamalaharris #resist #news #Spain #climate #climatecrisis"
1085305043405008,Pro-Energy,"10,000 feet beneath Utah's Wah Wah Mountains sits America's energy future – a virtually limitless resource that's triggered a huge surge in government land auctions. This ""50-state solution"" works 24/7, in all weather conditions, and has both oil magnates and Silicon Valley racing to invest. Discover the company at the center of it all."
1010039894426983,Pro-Energy,"What happens when 80% of the grid is made up of variable, intermittent generation sources?"
704793118797443,Pro-Energy,"PJM, the Regional Transmission Organization (RTO) that manages the delivery of electricity to New Jersey and other states, has been warning about issues related to renewable energy policies in the states in which it operates since at least 2020. https://tristateinfrastructurenews.com/a-brief-timeline-of-electricity-capacity-shortage-warnings-from-pjm/"
1223373639407391,Pro-Energy,"74 Oklahoma legislators signed our letter to Oklahoma congressional members backing natural gas, supporting taxpayers and denouncing tax credits for weather-dependent energy sources. We'd like to send a special THANK YOU to Senate Energy Committee Chair Grant Green and House Energy and Natural Resources Oversight Committee Chair Brad Boles. These two continue to stand with Oklahoma's oil and gas industry — thank you for leading by example and joining The Petroleum Alliance in calling for an end to federal subsidies for renewable energy. 🤝"
2549678632030677,Pro-Energy,The Alliance and 74 lawmakers are urging Oklahoma’s congressional delegation to END the federal wind and solar subsidies. 🚫 Enough is enough. We won’t stand by while taxpayer dollars are handed to industries that can’t stand on their own. This is a fight for fairness and Oklahoma’s economic future. Read the full letter in the NEWS section on our site.
1023664899655413,Pro-Energy,"""A spokesperson from PJM recently confirmed what myself and other Republicans have been saying all along — New Jersey imports more energy than it produces, and that Murphy and the Democrats’ overly aggressive renewable energy mandates are directly fueling cost increases. It really is that simple."" https://www.northjersey.com/story/opinion/2025/03/28/democrats-broke-njs-energy-system-republicans-can-fix-it-opinion/82654322007/"
528496996962804,Pro-Energy,"During the debate on the New York Senate Democrat’s One-House budget proposal, I had the opportunity to discuss my opposition to the energy policies that will harm our ratepayers. Most damaging in this costly proposal is the inclusion of the HEAT Act that will effectively BAN natural gas and eliminate fuel choice in New York State.. The Senate Democrats can say that this is about protecting our environment (which is something we all support) but we need a realistic plan not an ill-conceived ban. What the Senate Democrats are really doing is bringing New York down a path that will hurt our families and businesses and force many hardworking men and women to the unemployment line. We need to study green hydrogen, geothermal–thermal networks, sewage heat recovery expansion, carbon capture, nuclear, and retooling our power plants so that we have a clear path that will protect our state and our environment. We need to provide training before we eliminate any jobs that our workers have trained for. We need to put this rushed and harmful approach to our energy needs on PAUSE. WE NEED A PLAN - NOT A BAN!"
1215634776592299,Pro-Energy,"As more solar and wind farms develop, vast forests are disappearing, raising concerns about whether the benefits of renewables outweigh the costs. READ MORE: https://bit.ly/43PHIcj #MPGA #FuelDiversity,As more solar and wind farms develop, vast forests are disappearing, raising concerns about whether the benefits of renewables outweigh the costs. READ MORE: https://bit.ly/43PHIcj #MPGA #FuelDiversity,As more solar and wind farms develop, vast forests are disappearing, raising concerns about whether the benefits of renewables outweigh the costs. READ MORE: https://bit.ly/43PHIcj #MPGA #FuelDiversity,As more solar and wind farms develop, vast forests are disappearing, raising concerns about whether the benefits of renewables outweigh the costs. READ MORE: https://bit.ly/43PHIcj #MPGA #FuelDiversity"
642737455359209,Pro-Energy,"What happens when we’re forced to rely on renewables, but they can’t meet our electricity demand? Best case: We turn to traditional energy sources like natural gas and petroleum. Worst case: Blackouts. Watch the full video to understand why renewable energy is actually a high-stakes gamble ➡️ https://kiteandkey.media/3RsneP7. #renewableenergy #energy #America #kiteandkey #kiteandkeymedia"
1294088958368053,Pro-Energy,Energy Customers Deserve to Know What Clean Energy Mandate is Costing Them. See Full Story Below. https://www.thomasjeffersoninst.org/energy-customers-deserve-to-know-what-clean-energy-mandate-is-costing-them/
602990312611268,Pro-Energy,"🚨 Delaware Energy Price Hikes Explained 🚨 The Public Service Commission has confirmed that the attached is the official Renewable Portfolio Report from October, covering June 1, 2022 - May 31, 2023. 📊 Delmarva Power missed the mark on the state’s mandate to have 25% of their energy portfolio come from renewable resources. As a result, they were forced to pay $12,974,250 in Alternative Compliance Payments to the State of Delaware. 💸 This nearly $13 million went into the state’s Green Energy Fund, used for projects like home weatherization, LED light bulbs, and small solar panel grants. Here’s the issue: The state set the rules for a private business. When the company fell short, they were charged millions, which was funneled into a state fund. At the same time, Delmarva Power customers saw increased delivery and compliance charges on their bills to cover this payment. This is another example of the state overstepping—like the new State Review Board for healthcare. When the government dictates private business operations and spends the money at its discretion, consumers end up paying the price. ⚡️ Energy prices are rising, and Delaware’s heavy-handed approach is a big reason why. It’ …"
1882900889233469,Pro-Energy,"Oklahoma Farm Bureau proudly supports leaders who fight for our freedoms and defend rural values. 🇺🇸 Rep. Mike Dobrinski stood up for Oklahoma landowners by authoring HB 2155. This common-sense measure was designed to protect farmers, ranchers, and rural communities from being left with the mess when renewable energy projects move on. We’re proud to stand with Rep. Dobrinski and thank him for putting Oklahoma’s landowners first."
1161252468176474,Pro-Energy,"This is a long but important post. Anyone trying to feed you sound bites regarding what’s happening with Delmarva Power bills and energy costs in Delaware is doing you a major disservice and likely has ulterior motives. I encourage you to read this entire post and to share it. (Also, I urge you to review the important information regarding third-party energy suppliers towards the end of this post, as well as what Delmarva Power is doing to help consumers with their bills and other resources to help consumers with bills.) Last Friday, the Senate Energy Committee met and questioned Delmarva Power about recent spikes in Delmarva Power bills. The meeting lasted over three hours. I urge you to watch the recorded committee proceedings here. The committee will reconvene on Monday, February 24, at 1:00PM. I encourage you to watch the live proceedings or the recording. The recording will be posted at the same link as above. You can watch live proceedings by clicking on the appropriate link under “Live Proceedings"" here. There is a false and dangerous narrative claiming that renewable energy and related Delaware legislation passed in recent years have driven Delmarva Power bill increases. Th …"
567093966364423,Pro-Energy,Nebraska Rep. Bacon has been standing strong for energy jobs — send him a message of support!
665456949148862,Pro-Energy,"Coal mining is more than a job—it’s a commitment to powering the world. Hear directly from those who do it every day.,See how the coal mining industry is leading the way in sustainable energy and innovation."
531422032624752,Pro-Energy,Activists and organizations dressed up as “conservationists” stand in the way of renewable energy projects. It is costing us jobs. It is costing us American-made energy. It is costing us taxpayers’ dollars.
629658732848549,Pro-Energy,"What a story! Education and Industry working together in Carlsbad High School's Energy Pathway curriculum, to build tomorrow's oil and gas workforce in New Mexico! We're so proud of teachers like Hannah VanScotter and her industry partners as they prepare students for the amazing opportunities ahead in New Mexico's oil and gas industry. - - #nmoga #education #STEM #AmericanEnergy #NewMexico #permianbasin"
1119721799935336,Pro-Energy,"Today, CT Democrats held a press conference to announce their ongoing inaction on providing immediate relief to residents burdened by soaring energy costs. Their so-called “flagship bill” offered no meaningful substance or plan to address the challenges faced by ratepayers. This legislative session, Republicans remain steadfast in our commitment to fighting for real solutions that deliver tangible relief to Connecticut families and businesses—just as we have over the past year. We propose to: ✅ Take public benefits off our electric bills ✅ Cap the price of all future long-term energy purchases (Power Purchase Agreements) ✅ Include nuclear and hydropower in the definition of Class I renewable energy sources ✅ Separate PURA from DEEP ✅ Take steps to secure CT’s natural gas supply, including by expanding existing pipeline capacity #energyrates #electricrates #connecticut #affordability"
932796721737280,Pro-Energy,"Meet Sam: a Down To Earth coal miner sharing the real story behind this essential industry.,Meet Sam: a Down To Earth coal miner sharing the real story behind this essential industry.,Meet Sam: a Down To Earth coal miner sharing the real story behind this essential industry."
1656927821867842,Pro-Energy,Energy security IS national security — President Trump's new administration is vowing to revive fossil fuels and end Biden policies. @senmullin is confident President Trump will work with Senate and House GOP members to lower costs and get energy prices under control. 👏
1293435905177451,Pro-Energy,"On AMAC's Better for America podcast, Phil Kerpen, President of the Committee to Unleash Prosperity, criticized the Biden-Harris “Inflation Reduction Act” (IRA) for worsening inflation and compromising Medicare. Calling the IRA “an attack on Medicare,” he condemned its use of Medicare funds for climate initiatives, saying, “They used Medicare as a ‘piggy bank’” and projected that this could raise premiums for seniors. Kerpen noted the administration's workaround to delay premium hikes until after the election, likening it to a “bribe” for insurance companies. He also argued that AARP’s support of the bill, motivated by financial ties to insurance, worsens these issues: “AARP has become an advocacy arm of the health insurance industry.” Both Kerpen and host Rebecca Weber underscored the long-term damage of these policies, with Weber warning, “It’s bad in the long run.”"
969526755208376,Pro-Energy,"Rural towns are pushing back against big solar and wind projects, citing concerns about land use, property values, and environmental impacts, with over 700 project rejections nationwide."
1238157960846607,Pro-Energy,Fueling the future: An ‘all of the above’ energy strategy https://americansforprosperity.org/blog/all-of-the-above-energy-policy-what-does-it-mean/
825211422882560,Pro-Energy,"No surprise: The radical green energy mandates passed by the Michigan Legislature last term are going to spike our already sky-high energy bills. I’m running for state representative to fight these unwise, expensive policies. Vote Bohnak on or before Nov. 5! #PeninsulaOverParty Read more here: https://www.uppermichiganssource.com/2024/10/23/uppco-explains-utility-rate-increase-renewable-energy-transition-ishpeming-open-house/#m2qb2594brrc8wpsa8w"
453084520651589,Pro-Energy,"ALASKA'S RESOURCE OPPORTUNITIES: The Harris / Biden machine has made it clear - they're not interested in Alaskan prosperity. DC Democrats have taken so many executive actions against Alaska, it's a challenge just to keep track. We recently had an opportunity to discuss these actions and other matters relevant to Alaska oil and gas. The contrast in policy and record couldn't be more clear. I encourage you to watch the video below and share your thoughts on Alaska's incredible opportunities. Alaskans are known worldwide for developing resources responsibly. We must have the opportunity to develop the resources we have, and in so doing chart our own course."
1972211609960820,Pro-Energy,"YOUR wallet is on the line this election..get ready for MORE taxes and Fees! The More You Know. I WILL NEVER VOTE FOR BILLS THAT RAISE YOUR TAXES AND FEES!. My opponent, the current State Rep. Kavros DeGraw VOTED for these policies for Biennial State Budget HB 6941: Supports Policies that Raise Electric Rates: Her support for costly renewable energy mandates, carbon taxes, and even proposed bans on gas powered cars contribute to skyrocketing electric rates, hurting families and businesses. Voted for Reckless Spending: Claims she cut taxes, but she backed every state budget since taking office, hiking spending by 7.5% or $2.7 billion—despite record inflation, a pandemic, and a struggling economy (HB6942-23). Voted for Free Healthcare for Illegal Immigrants: This hidden item in the 2023 budget was conveniently left out of her campaign claims (HB6942-23). Voted to Create a “Baby Bonds Program”: Taxing you to give $3,200 bonds to every child born in CT—while raiding the Teacher’s Retirement Fund to pay for it (HB6942-23). Voted to Pay Off Student Loans with your taxes: Voted to forgive up to $20,000 in student debt—using your money (HB6942-23, HB6901-23). Voted Expand the Debt Free Col …"
850353287251891,Pro-Energy,"My opponent, the current State Representative, Votes 98% with Hartford Democrats. State Rep. Kavros-Degraw consistently aligns with the Democrat majority, making Connecticut one of the most heavily taxed Why are Electricity Rates Skyrocketing? State Rep. Kavros-Degraw consistently backs costly renewable energy initiatives and power purchase agreements that have significantly increased electric rates, disregarding the financial burden on us ratepayers. Her climate policies include extreme measures like carbon taxes and banning gas-powered vehicles. I will champion practical, cost-effective environmental solutions that protect both our planet and your wallet. State Representative Kavros-DeGraw backs High-Tax, Anti-Consumer Policies. How? She voted for the Highway Use Tax (HB6688-21), which raises the cost of goods by taxing commercial trucks, driving up prices on everything from groceries to household items. I will work to reverse this harmful policy. What about the effect on Business Mandates? She has supported numerous laws that add burdensome regulations on businesses, ultimately increasing consumer costs and worsening Connecticut’s anti-business reputation such as: - Expanded Pai …"
8631622243550887,Pro-Energy,"""These high energy rates have been caused by a perfect storm of energy policy – an ambitious shift towards renewable energy while simultaneously curtailing the expansion of natural gas pipelines into the region. This has created a challenging energy landscape that significantly impacts both energy supply and prices."" https://tristateinfrastructurenews.com/new-englands-energy-struggles-a-teachable-moment-in-energy-policy/"
1911662832656387,Pro-Energy,"Coal is a reliable and efficient energy source, powering industries and homes while supporting millions of jobs worldwide.,Coal is a reliable and efficient energy source, powering industries and homes while supporting millions of jobs worldwide.,Coal is a reliable and efficient energy source, powering industries and homes while supporting millions of jobs worldwide."
548556584323614,Pro-Energy,"When is Enough Enough? Nothing will change if we keep electing the same people back to the State Capitol, including those who do not represent or work for you. Our electricity rates, taxes, and fees will keep increasing while affordability decreases. I will never vote to increase your taxes and fees! I will always work FOR you to ensure that you spend your money how you want to —it's your money! Make your voice heard. VOTE! Never give up...Never give in! FACTS: • State Representative Kavros-Degraw consistently backs costly renewable energy initiatives and power purchase agreements that have significantly increased electric rates, disregarding the financial burden on ratepayers. Her climate policies include extreme measures like carbon taxes and banning gas-powered vehicles. • She has supported numerous laws that add burdensome regulations on businesses, ultimately increasing consumer costs and worsening Connecticut’s anti-business reputation: • Expanded Paid Sick Days to businesses with only one employee (HB5005-24) • Unfunded Workplace Mandates (HB5158-21) • Voted to expand the payroll tax to fund the state retirement program (HB6552-23), taking more from workers’ paychecks."
2303076186711823,Pro-Energy,"There’s been some misleading information about my record, so let me set the record straight. I voted no on the recent property tax increase. I also opposed the Renewable Energy Standard because it could raise our utility bills, and I’ll vote against the Clean Heat Standard if it raises heating fuel costs. Like Governor Scott, I believe in progress through listening and finding common ground. That’s why I’ve worked with the Governor to lower housing costs and support our first responders. I’ll always represent everyone in the district and keep fighting for a more affordable Vermont. This is the time in an election season when those without a strong record resort to misinformation. I’m asking for your vote to continue standing up for the Northeast Kingdom."
1726478998148809,Pro-Energy,"In Case You Missed It!... Gov Scott frames what this election in VT is about -- re-elect Democrats and they will raise your winter home heating fuel costs by $1.79-$4.00 per gallon with their ""Unaffordable Heat Act"" (Act 18). Vote VT Republican!"
1197993861490322,Pro-Energy,"This is what happens when you let politics, not reality, dictate energy policy. ""The net result of German politicians’ shortsightedness in phasing out nuclear power is a vastly pricier grid. The new analysis shows that if Germans simply maintained their 2002 fleet of reactors through 2022, they could have saved themselves roughly $600 billion Euros. Why so much? Well, in addition to their construction costs, renewables required expensive grid upgrades and subsidies."" https://www.realclearscience.com/articles/2024/08/27/study_quantifies_germanys_disastrous_switch_away_from_nuclear_power_1053889.html"
529812916469748,Pro-Energy,Propane: A Solution to Reach Dayton’s Climate Goals; LEARN THE FACTS: https://bit.ly/4echov4 #OPGA #Propane #CleanFuel
546186131091148,Pro-Energy,"Usibelli Coal Mine fuels Alaska with an affordable, reliable energy source. Coal is necessary because our state’s energy future requires an all-of-the-above approach."
1428244361200239,Pro-Energy,"Time and time again, California's renewable energy policies are inequitable, favoring the wealthy over the working class. https://www.youtube.com/watch?v=mkc9h_xYFLY"
bafyreibtgq77yqbqs3gy7433ska4x4nmdfqesm3dnkhebrijanr5w7rsca,Pro-Energy,Well I accept that you have referred me to a 'higher authority' and I realise that it's easy for me to come across as a conspiracy theorist or a climate change denier when in fact I am neither. But I refuse to swallow whole the misinformation and lies that these so-called higher authorities feed us.
bafyreicwg6hhkxlfgnhwnuxov4m5q3ntneuagremf5mmka4m3lzrdev7hi,Pro-Energy,It is the Orwellian scale propaganda by the government that is the issue. The Australian Labor government revels in misinformation and disinformation about Climate Alarmism. There is no evidence anthropogenic CO2 has any significant effect on global temperatures. #auspol
bafyreib6n2d7xnypqmsztmccryggxgi2rscz4mc6hwynzvrgqjdtojv7qe,Pro-Energy,What can the climate lockdown conspiracy teach us about the philosophical challenges of “fact checking”? Click here for my latest in the Harvard Misinformation Review: misinforeview.hks.harvard.edu/article/the-...
bafyreif6veoxnay2hlpjcaai5kcn4uatym4emgarevkv4tjngpz4zdl3om,Pro-Energy,"🇨🇦 Alberta Premier Danielle Smith, Canada’s Ayn Rand jacobin.com/2025/08/albe... * far-rt conservatism * populist/grievance politics * libertarian/fossil fuels * separatist * anti-LGBTQ * conspiracy theorist/climate change denial/Trumpist 🇺🇲 #Christofascism #transgenocide 🇨🇦 #DanielleSmith #Trumpism"
bafyreigw4ce5d6xdeygxfuawzhzfl4xsqbx2ahfp5j47vvdhcygtwjxfhq,Pro-Energy,"Beaman is also a member of the Council for National Policy, a Christian nationalist group that opposes environmental regulation and promotes climate denial."
bafyreiaeox3bdwd2pu55jtr6dbhztomqk2kdt5yn2fhdiqbw2tnsy3gipi,Pro-Energy,An irrational argument. The data is what counts. Lysenkoism is rife in the pseudo-science of Climate Alarmism. When data falsifies CA claims they claim 'denial groups'. The data is clear and unambiguous. The geological data has shown temporal difference between T and CO2 a very long time. #auspol
bafyreihv44l6uj6nwshwkpjiofvit3wmqzld7j3bkmil4q4npnceokgpwy,Pro-Energy,"He ran on promises to eviscerate the “green new scam” climate policies and to “drill baby drill”-- and his picks related to environment echo his climate crisis denial: Lee Zeldin as EPA administrator, Chris Wright as Energy Sec & Doug Burgum as Interior Sec. www.theguardian.com/environment/..."
bafyreiazsmtqenhdx67e25wyxqp3kulp6hjhlszhvyc2tkbbrx5iv5lujq,Pro-Energy,The UK doesn’t produce its own uranium & nuclear fuel isn’t renewable. So how does spending hundreds of billions £ on technology that will leave us reliant on “volatile international markets” for decades help us achieve energy security and energy independence? www.theguardian.com/environment/...
bafyreiahdzmwl7vlakn72aljcngjavsmui3cxzupilijm2syji7qt2dzfi,Pro-Energy,"Exxon expects EU to sign long-term US gas deals - As part of a pledge to buy $750bn of American energy. This would be a shift that would underline Europe’s long-term reliance on the fossil fuel, something that it previously resisted www.ft.com/content/4516... via @ft"
bafyreigzago5rs64b45utp7obmqihu76xexqaf7mpvi3tgdrhwiz2gug7u,Pro-Energy,#reform to drive a Trump-Inspired Energy Policy: Tice praised the U.S. “drill baby drill” approach; Reform would pursue domestic fossil fuel expansion and subsidy driving up co2 emissions
bafyreihjjconbeb3tyutxboteag4z464hjya6hr5sp4ju4u62bs3d4t6y4,Pro-Energy,"This is because of fossil fuel lover Doug Burgum: Burgum suggested that Trump should use emergency authority under a ""national energy emergency"" to keep as many coal plants open as possible and that ""if there had been units at a coal plant that have been shut down, we need to bring those back""."
bafyreias7dii2nlgfvyzbm5bll5qgfmmgmywtfnz2a3kczr5xekhx7axsm,Pro-Energy,"🇺🇸🌍 U.S. Threatens to Exit IEA, Citing ‘Green-Biased’ Forecasts That Undermine Fossil Fuel Investment Decisions"
bafyreib3g26vym5cvuzklvsvjcfskkqizsbwbrk5mzp4r2zmb7foqlgwuu,Pro-Energy,"While I don't agree with subsidizing green energy, we will respect Congress' will and make sure this program uses federal resources efficiently,"" Transportation Secretary Sean Duffy wrote in a statement posted on the department's website. I love nuclear and fossil fuel subsidies...."
