cid,text,stance,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_topic,bert_topic,final_theme_llm_theme,final_theme_llm_summary,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
bafyreif7ph6syvfy233yhuvx4bb7gl7khefp6fcxccbqahjc3wgqcecfxq,"The high cost of climate change:

3 deaths (Austin: 23°F, Atlanta: 15°F), 2,000+ flights canceled, 3,200 delays, power outages, crop losses, school closures. States of emergency in FL, AL, GA, LA, MS. Frozen pipes, iced roads, overwhelmed hospitals, empty shelves, fuel shortages, billions lost.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505750416274538,"API President and CEO Mike Sommers joined @[100044271797482:2048:Dana Perino] on @[100059396147148:2048:Fox News] to discuss a growing list of actions by the administration that undermine our ability to build things in the U.S, from @[100064734458928:2048:U.S. Environmental Protection Agency]’s restrictive NAAQS standards to the #LNG permit pause. Watch:",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiexlirwyyd33kek7lipyggfxh3c36mnr5wep2zy5pttfresmghrne,"The government pledges £239 million funding to halt and reverse deforestation in forest-rich nations, supporting global efforts to tackle climate change.

It's the government proving its desire to be the world leader on tackling climate change is not just words, but is being followed up by actions.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834029045536903,"Wildfire smoke can affect air quality in areas thousands of miles away from active wildfires. Monitoring air quality indexes and advisories are crucial to minimizing exposure to harmful pollutants. Just as you check the weather forecast each day, check the air quality index for your area. 
The U.S. Air Quality Index (AQI) measures air pollution according to the Clean Air Act of the Environmental Protection Agency (EPA). The AQI has six color-coded categories to help you quickly determine the air quality in your community. 
• Green — Air pollution poses little to no risk, and the air quality is satisfactory.
• Yellow — Air quality is acceptable, but there may be a risk for people sensitive to air pollution.
• Orange — While most people are unlikely to be affected, people sensitive to air pollution may experience health effects. 
• Purple — The risk of health effects is increased for everyone. 
• Maroon — Everyone is likely to be affected by the hazardous conditions.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610437014791961,"💦ƬƦƠƤƖƇƛԼ ƲƝƊЄƦƇƠƔЄƦ💥
Maybe if we went undercover in the sea we could stop overfishing and boat pollution! Basically, doing the job of bewitching sirens to confuse and protect!
💫💪🧜‍♀️🧜‍♂️🦜🦚🐠🦈🐙🐚🦋🌴🌊☄️
........................🔥........................
Peut-être que si nous nous infiltrions dans la mer, nous pourrions arrêter la surpêche et la pollution des bateaux ! En gros, faire le travail de sirènes envoûtantes pour confondre et protéger !
🐟🐳🐢🥁🐊🐋🐬
.
.
.
#mermaid #mermaidtail #siliconetail #undercover #tropicalparadise
#tropicalfish
#tropicalvibe #protecttheocean #siren 
#overfishing #oceanpollution #workshop #atelier #merlove #mermaidfantasy #fantasy #artdecodesign #artnouveaudesign #strongwomen #fin #mermaidfan #finfolk #merfolk #fx #iwata #smoothon #dragonskin #colorfullife #wildlife #cyntaultcreations",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970268281590239,"The Inflation Reduction Act (IRA) has made significant investments in wind and solar energy, and these investments are having a positive impact on rural communities across Iowa. Here are some of the benefits that wind and solar investments are bringing to rural Iowa: 
✅ Job creation
✅ Economic development
✅ Energy diversification
✅ Affordability",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreih5o265qndgutar42qpdexc54dgzln7vsfmih7epoupkaqjcelbhi,"""The US clean energy industry is facing headwinds from President Trump who issued executive orders that paused leasing and permitting for wind energy projects, gave the green light for oil and gas drilling and mining in Alaska, & declared a national energy emergency."" apnews.com/article/trum...",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072485467545954,"NEXT WEEK: the @[61552485346735:2048:Oklahoma Wildcatters] are coming home to celebrate the state's defining industry. 👏 

Join us at the @[100064502327822:2048:Paycom Center] for a night of competitive @[100064377145765:2048:PBR]! The OK Wildcatters boast seven expert riders guided by J.B. Mauney — a bull-riding legend and two-time PBR World Champion. 🏆 

Bring your friends, colleagues and clients for a night to remember.",Neutral,,,,"next, share, live, career, whether","petroleum alliance, petroleum, alliance, oil natural, wildcatters, gas industry, alliance members, okc, annual meeting, wildcatters wednesday",,42.0,40_petroleum alliance_petroleum_alliance_oil natural,"**""Oil industry promotion""**",Oil industry promotion,1439646729592364.0,The Petroleum Alliance of Oklahoma,2025-06-30,2025-07-01,2025-07-08,The Petroleum Alliance of Oklahoma,"NEXT WEEK: the @[61552485346735:2048:Oklahoma Wildcatters] are coming home to celebrate the state's defining industry. 👏 

Join us at the @[100064502327822:2048:Paycom Center] for a night of competitive @[100064377145765:2048:PBR]! The OK Wildcatters boast seven expert riders guided by J.B. Mauney — a bull-riding legend and two-time PBR World Champion. 🏆 

Bring your friends, colleagues and clients for a night to remember.",,,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.015759},{""age"":""18-24"",""gender"":""male"",""percentage"":0.04298},{""age"":""25-34"",""gender"":""female"",""percentage"":0.044413},{""age"":""25-34"",""gender"":""male"",""percentage"":0.067335},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001433},{""age"":""35-44"",""gender"":""female"",""percentage"":0.04298},{""age"":""35-44"",""gender"":""male"",""percentage"":0.083095},{""age"":""45-54"",""gender"":""female"",""percentage"":0.075931},{""age"":""45-54"",""gender"":""male"",""percentage"":0.084527},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.002865},{""age"":""55-64"",""gender"":""female"",""percentage"":0.088825},{""age"":""55-64"",""gender"":""male"",""percentage"":0.124642},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001433},{""age"":""65+"",""gender"":""female"",""percentage"":0.147564},{""age"":""65+"",""gender"":""male"",""percentage"":0.176218}","{""region"":""Oklahoma"",""percentage"":1}",facebook,lower_bound: 1000001,en
bafyreia2uqhigosdfbw334ym7hglmcjvrow3qqiyfdaisk5l4ailuh7g3i,"The Seine River, in Paris 🇫🇷, was once a fresh and healthy river which people swam in 🏊 prior to 1923. After that, the river started to be polluted, and although it hosted swimming for the Olympics 🥇, the prior and current pollution caused multiple athletes to get sick.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreigwfu2ms5gjxgiktkhflxvnjwfddpz5id4i7mh4ur6d7u27zgbn3m,"🗺️ If Luxembourg wants to promote sustainable mobility, we need safe, continuous, and comfortable cycling infrastructure – not narrow lanes and broken links.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073266804349287,"Today was a momentous day for Louisiana! My colleagues and I stood alongside Governor Landry as he signed critical pieces of energy legislation into law. These bills will ensure Louisiana is not only competitive in industry, but a leader amongst our neighbors. These bills took steps to drastically lower severance taxes on oil and gas, greatly restrict legacy lawsuits, strengthen our energy grid, and reorganize as well as rename our Department of Natural Resources to the Department of Conservation and Energy. This is the beginning of Louisiana’s era of energy dominance!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157340271068900,"🚨🚨POLICE ENDORSED!🚨🚨
I am honored to receive the endorsement of the Kingman Police Officer's Association (KPOA) for my re-election as Mohave County Supervisor of District 1. KPOA’s support is a testament to our shared commitment to law enforcement and public safety. Throughout my tenure on the Kingman City Council and now as County District 1 Supervisor, I have worked hard to support our police officers, Sheriff’s deputies, and detention officers to provide them the resources and tools they need to protect our community and our county.

Public safety is a cornerstone of our rural quality of life, and I am dedicated to supporting our police departments and MCSO in their collective efforts to make Mohave County a safer place for all its residents. Additionally, my work at the state level to secure our water supply since 2017 underscores my commitment to the long-term sustainability and well-being of our rural communities and county.

I am proud of what we have accomplished together and look forward to continuing this important work together. Thank you to KPOA for your trust and confidence. Together, we will keep Mohave County strong and secure. 🇺🇸🇺🇸🇺🇸

www.Travis4AZ.com

#SupportLawEnforcement #MohaveCountyStrong #PublicSafetyFirst",Neutral,,,,"sustainable, initiative, committed, community, resource",,,21.0,-1_action_environmental_public_green,"**""Clean water advocacy""**",Solar energy advocacy,107088851031995.0,Travis for AZ,2024-07-16,2024-07-16,2024-07-31,Lingenfelter for District 1 Supervisor,"🚨🚨POLICE ENDORSED!🚨🚨
I am honored to receive the endorsement of the Kingman Police Officer's Association (KPOA) for my re-election as Mohave County Supervisor of District 1. KPOA’s support is a testament to our shared commitment to law enforcement and public safety. Throughout my tenure on the Kingman City Council and now as County District 1 Supervisor, I have worked hard to support our police officers, Sheriff’s deputies, and detention officers to provide them the resources and tools they need to protect our community and our county.

Public safety is a cornerstone of our rural quality of life, and I am dedicated to supporting our police departments and MCSO in their collective efforts to make Mohave County a safer place for all its residents. Additionally, my work at the state level to secure our water supply since 2017 underscores my commitment to the long-term sustainability and well-being of our rural communities and county.

I am proud of what we have accomplished together and look forward to continuing this important work together. Thank you to KPOA for your trust and confidence. Together, we will keep Mohave County strong and secure. 🇺🇸🇺🇸🇺🇸

www.Travis4AZ.com

#SupportLawEnforcement #MohaveCountyStrong #PublicSafetyFirst",,,,"lower_bound: 10000, upper_bound: 14999","lower_bound: 400, upper_bound: 499",USD,"{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000196},{""age"":""65+"",""gender"":""female"",""percentage"":0.28033},{""age"":""18-24"",""gender"":""female"",""percentage"":0.008834},{""age"":""35-44"",""gender"":""male"",""percentage"":0.036906},{""age"":""45-54"",""gender"":""male"",""percentage"":0.067727},{""age"":""25-34"",""gender"":""female"",""percentage"":0.026698},{""age"":""45-54"",""gender"":""female"",""percentage"":0.072242},{""age"":""65+"",""gender"":""male"",""percentage"":0.202984},{""age"":""55-64"",""gender"":""female"",""percentage"":0.129172},{""age"":""18-24"",""gender"":""male"",""percentage"":0.009619},{""age"":""55-64"",""gender"":""male"",""percentage"":0.089517},{""age"":""35-44"",""gender"":""female"",""percentage"":0.046133},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000785},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000196},{""age"":""25-34"",""gender"":""male"",""percentage"":0.024931},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.002552},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001178}","{""region"":""Arizona"",""percentage"":1}","facebook,instagram","lower_bound: 1001, upper_bound: 5000",en
563180752886875,The Sierra Club supports Lena Gonzalez because she’s helping lead the fight against climate change.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031240606960846,Biden's Green New Deal could cost $2 trillion. Senator Crapo Can Deliver for President Trump and Repeal Biden’s Boondoggle,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355170491446028,"At our recent Fall Conference, we recognized Rep. Brad Boles as our 2024 Legislator of the Year! ?? Rep. Boles has shown unwavering support and dedication to Oklahoma's oil and natural gas industry. He is currently the Chairman of the House Energy and Natural Resources Committee and has authored priority legislation during his time in office! This year, Rep. Boles scored a perfect 100 in The Petroleum Alliance legislative scorecard, and he has an impressive lifetime score of 95. ??",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811679945827140,"Smash My Trash adds value to businesses across the country by eliminating unnecessary hauls, lowering waste spend, and improving your carbon footprint. 🌎 💪 💰",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreidn6lfdkevafrkw6m5zxtxac5f2ewpjl72i5xhyzpmxutft74dtiy,"How many slaves are necessary? Who knows. Who knows what their mission is. No one is exempt. Those who survive will have to live with climate change, infrastructure decay, pandemics, irreplaceable jobs, loss of rights, biological illnesses, biological warfare and constant fear. No one wins.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreidqpm7qhidns5heeovo5dbte5qzw4sdwzrls52xzo24ajlr7lv2b4,"It's not that it's a mistake AS MUCH AS it is gonna take more than a year to build someone that hasn't pitched as a starter since 2018. 
It's crazy 
it's NOT sustainable.
How they thought it was going to last all season is crazy No pitch camp in the world can give anyone that kind of sustainability.",Neutral,Starry night preservation,Starry night preservation,39.0,"always, maybe, full, na, wonder","club, clubs, ground story, independent ground, tech independent, story developing, manchester, player, helps tell, story reproductive",51_club_clubs_ground story_independent ground,,,,,,,,,,,,,,,,,,,,,,
bafyreihn43z7bocxauqwhmpmra2hq322yrjkl66x4w4sxj2vseyshwls2y,"He’s referring to Mackenzie Scott, Jeff Bezo’s ex who has donated billions to causes Musk doesn’t like. Her donations prioritize organizations working on racial justice, LGBTQ+ equality, democracy, and climate change.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081633123670867,Listen to the latest episode of TXOGA Talks for a deep dive on load growth and electricity demand in the Permian Basin: https://www.txoga.org/podcast/e16-permian-electricity/,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181547810159177,"I'm proud to announce WV SB 505, the Reliable & Affordable Electricity Act, has passed out of the Senate Energy Committee. This bill ensures grid reliability by promoting reliable energy such as coal & gas, over less reliable & more expensive wind & solar. Big win for WV energy!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591988348395542,"Attention, Millbrae community members! Sign up to join a free, hands-on Rain Barrel Installation Workshop at Green Hills Elementary School, this coming Monday, November 18 at 9 am! 

San Mateo Countywide Water Pollution Prevention Program (SMCWPPP) is helping Green Hills Elementary install 4 rain barrels on their campus to collect rainwater, prevent pollution, and protect their campus from flooding. This is a great opportunity to learn how to do it at home.

SIGN UP to join the workshop here: https://forms.gle/2vtU1XSUJCLjjuQF8
When: Monday, November 18. Meet in the school library at 8:15-8:45 am
Where: 401 Ludeman Lane, Millbrae, CA 94030",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269456833405370,Teachers—students deserve to know the facts about climate change. Pledge to show your commitment to professional autonomy & environmental education.,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987991683523850,"Solar energy sounds beautiful. Until you actually look at the math. - 90% of the world’s solar panels are made in China… using coal. - In Maine, solar panels only work about 13% of the time. - And when they don’t work, you still have to pay to keep backup plants ready to fire. It’s not a bug. It’s a feature. The intermittency is built in. Want to invest in solar? Great. But pretending it’s a silver bullet for Maine’s grid is setting us, and our economy, up to fail.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322956205487422,"Ever wonder why electricity prices are so high in Texas, despite the fact that we have the most wind and solar power of any state? It's because of reliability. Wind and sunshine may be free, but they don't work all the time. When they fail, reliable power has to pick up the slack. That causes massive swings in demand, which causes massive variance in pricing. Reliability = Affordability.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreigx5kclytue342sym66zl25ozed2task6abe6ln6lxzlsz43dl4jm,"✨ Tired of endless searches for quality shops? Meet ooia.de Female-founded, sustainable period & bodywear loved by 400k+ women! 🌸 Swap disposables, save $$$ (check comments!). Shop smart: ooia.de #SustainableFashion #EthicalShopping #CycleSavvy",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089546274782013,"Is your business ready to adjust to the reality of climate change? 62% of executives polled by MIT Technology Review Insights report their infrastructure is exposed to climate impacts, with 75% considering relocation. Download the report to learn how business leaders are mitigating climate change impacts: https://ter.li/MEDC_MITTR_social",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreih7pyd7fydponbp66yl4r6ryo7omwydohwjvsspzm5u4qlyq6kuau,"California's fire season is now year-round thanks to climate change. These LA fires are just the latest example. We're losing precious lives, homes, wildlife, and ecosystems.

Find out more about the climate crisis at eia-international.org/climate

#wildfires #losangeles #climatechange",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiagno45kanhnutzdvlj6sh3eoejuvtr7vibrcuweundhwi72fgv4y,"Labor spend more time bribing @unesco.bsky.social not to list the reef as endangered than it does protecting it . Labor and UNESCO are owned by the Fossil fuel industry and have zero credibility in the climate and environmental community .
We see you ..
www.theguardian.com/environment/...",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502893026443313,"Higher energy bills coming? 💸 Expanding LNG exports could raise your household costs over $100/year, says the Dept. of Energy. Tell the government what YOU think! ➡️ https://bit.ly/4kY1GaQ",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566006045955674,"The quality of water in Winter Springs matters — the reliability of our wastewater infrastructure and the potential for unsafe drinking water is an urgent issue for many families in the area. 

City officials have said that it may be until 2030 that we see major wastewater infrastructure issues resolved — but our neighbors can’t afford to live with these concerns for that long.

Sarah Henry is running for state representative in Florida’s House District 38, and will lead the way for a clean water future for Winter Springs. Sarah will fight for strong, sustainable investment in clean water treatment for Winter Springs, collaborate with local leaders on solutions, and make sure everyone in our district is aware of resources and notices that are critical to public health and safety.

Early voting is open and ends Sunday, November 3rd. You can vote at any of the eight early voting locations in Seminole County - they are open from 7am to 7pm. Election Day is Tuesday, November 5th. Make a plan to vote for a clean water future for Winter Springs today.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2363268744004176,"These images really take ""Then and Now"" to a whole new level.",Neutral,,,,"read, good, http, mountain, oregon","art, artist, exhibition, berthel, gallery, artwork, andrea, colors, stamp, canvas",,3.0,119_art_artist_exhibition_berthel,"**""Climate crisis advocacy""**",Pro-nuclear advocacy,108738335247177.0,Papa Jo,2024-09-07,2024-09-07,2024-09-07,,"These images really take ""Then and Now"" to a whole new level.",Shocking World Metamorphosis Over Time,buzztimes24.com,"The Astonishing Metamorphosis of World Wonders Over Time August 20, 2024 by Jesse Olson This article was originally published on Petsreporter.com Have you ever heard the saying “the only constant in life is change”? Over time, everything changes. Sometimes drastic changes are difficult to recog...","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,"facebook,instagram,audience_network,messenger",lower_bound: 1000001,en
919146267033736,"An outside energy company wants to build a 267 acre industrial solar project that would replace our beautiful wetlands and scenery with solar panels, service roads, and security flood lights. Trading in our region’s number one asset – our natural resources and watersheds – for industrial sites will erase the very reason visitors flock to the Hudson Valley. Click the link and leave a comment to protect our environment!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreif7sk3anbd6lyfsuweo3gpjdav62xvgonnlniwoybs7mabaob47wy,Commonsense Communism 101 Create the emergency and the solution is always more money to the Government and less freedoms for the individual ie Covid + Climate change Democrats were allowing illegals to pour in during the plandemic while locking people down and restricting travel for US citizens,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139033997830112,"State Representative Jaime Churches voted for the EXTREME GREEN NEW DEAL that will RAISE YOUR ENERGY BILL $2,700 PER YEAR. Rep. Jaime Churches is WRONG FOR DOWNRIVER. Vote against Rep. Jaime Churches on November 5th!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972927440941609,"Over a century after its discovery, the Mount Lyell shrew has finally been photographed alive for the first time. Until last October, the Mount Lyell Shrew was the ONLY known mammal species in California that had never been photographed alive.

Last fall, California Creator for Nature Vishal Subramanyan visited the Eastern Sierra Nevada to study and document this animal. Despite this shrew being a species of special concern, scientists know next to nothing about it. They’re thought to be highly vulnerable to climate change impacts due to their dependence on high altitude habitats that are quickly disappearing.

To find this animal, Vishal and his colleagues worked around the clock, staying up through the night to maintain and monitor traps. They successfully found and photographed 5 individuals, and learned valuable ecological information about the species—and its neighbors! Careful planning, collaboration with UC Berkeley’s Museum of Vertebrate Zoology, and genetic testing at Cal Academy  helped confirm the identification of the species.",Neutral,,,,"would, state, said, public, also","extinction, species, wildlife, petaluma, habitat, endangered, poaching, endangered species, animals, conservation",,35.0,32_extinction_species_wildlife_petaluma,"**""Methane regulation push""**",Anti-fracking activism,19356432310.0,California Academy of Sciences,2025-02-07,2025-02-07,2025-02-10,,"Over a century after its discovery, the Mount Lyell shrew has finally been photographed alive for the first time. Until last October, the Mount Lyell Shrew was the ONLY known mammal species in California that had never been photographed alive.

Last fall, California Creator for Nature Vishal Subramanyan visited the Eastern Sierra Nevada to study and document this animal. Despite this shrew being a species of special concern, scientists know next to nothing about it. They’re thought to be highly vulnerable to climate change impacts due to their dependence on high altitude habitats that are quickly disappearing.

To find this animal, Vishal and his colleagues worked around the clock, staying up through the night to maintain and monitor traps. They successfully found and photographed 5 individuals, and learned valuable ecological information about the species—and its neighbors! Careful planning, collaboration with UC Berkeley’s Museum of Vertebrate Zoology, and genetic testing at Cal Academy  helped confirm the identification of the species.",Photographing the Mount Lyell Shrew,,,"lower_bound: 100000, upper_bound: 124999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.025774},{""age"":""45-54"",""gender"":""male"",""percentage"":0.063857},{""age"":""65+"",""gender"":""male"",""percentage"":0.181574},{""age"":""65+"",""gender"":""female"",""percentage"":0.1552},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002044},{""age"":""55-64"",""gender"":""male"",""percentage"":0.119849},{""age"":""55-64"",""gender"":""female"",""percentage"":0.091909},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001689},{""age"":""45-54"",""gender"":""female"",""percentage"":0.051848},{""age"":""18-24"",""gender"":""male"",""percentage"":0.01392},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001855},{""age"":""35-44"",""gender"":""male"",""percentage"":0.053126},{""age"":""35-44"",""gender"":""female"",""percentage"":0.044671},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.005433},{""age"":""25-34"",""gender"":""male"",""percentage"":0.068235},{""age"":""25-34"",""gender"":""female"",""percentage"":0.113328},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.002044},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.003644}","{""region"":""Alabama"",""percentage"":0.015937},{""region"":""South Carolina"",""percentage"":0.015105},{""region"":""New Jersey"",""percentage"":0.016134},{""region"":""New Mexico"",""percentage"":0.006819},{""region"":""New York"",""percentage"":0.037138},{""region"":""North Carolina"",""percentage"":0.027375},{""region"":""North Dakota"",""percentage"":0.003284},{""region"":""Ohio"",""percentage"":0.047471},{""region"":""Oklahoma"",""percentage"":0.020523},{""region"":""Oregon"",""percentage"":0.023763},{""region"":""Pennsylvania"",""percentage"":0.039579},{""region"":""Rhode Island"",""percentage"":0.003284},{""region"":""South Dakota"",""percentage"":0.004258},{""region"":""Nevada"",""percentage"":0.008669},{""region"":""Tennessee"",""percentage"":0.025908},{""region"":""Texas"",""percentage"":0.06378},{""region"":""Unknown"",""percentage"":0.000558},{""region"":""Utah"",""percentage"":0.010606},{""region"":""Vermont"",""percentage"":0.003514},{""region"":""Virginia"",""percentage"":0.022033},{""region"":""Washington"",""percentage"":0.03206},{""region"":""Washington, District of Columbia"",""percentage"":0.000908},{""region"":""West Virginia"",""percentage"":0.009238},{""region"":""Wisconsin"",""percentage"":0.025186},{""region"":""New Hampshire"",""percentage"":0.006392},{""region"":""Nebraska"",""percentage"":0.008592},{""region"":""Alaska"",""percentage"":0.004685},{""region"":""Illinois"",""percentage"":0.031917},{""region"":""Arizona"",""percentage"":0.021136},{""region"":""Arkansas"",""percentage"":0.014306},{""region"":""California"",""percentage"":0.075667},{""region"":""Colorado"",""percentage"":0.020512},{""region"":""Connecticut"",""percentage"":0.009665},{""region"":""Delaware"",""percentage"":0.002955},{""region"":""Florida"",""percentage"":0.060299},{""region"":""Georgia"",""percentage"":0.024321},{""region"":""Hawaii"",""percentage"":0.004345},{""region"":""Idaho"",""percentage"":0.009348},{""region"":""Indiana"",""percentage"":0.02801},{""region"":""Montana"",""percentage"":0.007071},{""region"":""Iowa"",""percentage"":0.014328},{""region"":""Kansas"",""percentage"":0.013671},{""region"":""Kentucky"",""percentage"":0.018728},{""region"":""Louisiana"",""percentage"":0.012894},{""region"":""Maine"",""percentage"":0.00996},{""region"":""Maryland"",""percentage"":0.013365},{""region"":""Massachusetts"",""percentage"":0.020556},{""region"":""Michigan"",""percentage"":0.044242},{""region"":""Minnesota"",""percentage"":0.021037},{""region"":""Mississippi"",""percentage"":0.00857},{""region"":""Missouri"",""percentage"":0.026948},{""region"":""Wyoming"",""percentage"":0.003349}",facebook,lower_bound: 1000001,en
